citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
3542,1970,Verified email at ewubd.edu,32,24,77,57,2019,1976,Khairul Alam,"Associate Professor, Department of Electrical and Electronic Engineering,  East West University None",electron transport in nanoscale devices,327
3554,3539,Verified email at uestc.edu.cn - ,31,31,70,69,2020,2011,Fumin Shen (沈复民),Verified email at uestc.edu.cn -  University of Electronic Science and Technology of China None,"Computer Vision,Multimedia,Machine Learning",169
3584,3569,Verified email at kw.ac.kr - ,27,27,33,33,2019,2012,Jeonghyun Kim,"Assistant Professor, Department of Electronics Convergence Engineering,  Kwangwoon University None","Wearable electronics,Bio-integrated electronics,Health-monitoring sensors,Wireless communication,Near-field communication",38
3578,2142,Verified email at upc.edu,26,21,47,35,2019,1999,Sergio Busquets-Monge,Associate Professor - Electronic Engineering Dept. -  UPC None,Power Electronics,119
3592,3388,Verified email at nju.edu.cn,28,25,37,35,2019,2009,Xiaomu Wang,"School of Electronic Science and Engineering,  Nanjing University None",,53
3592,3451,Verified email at uestc.edu.cn - ,31,30,76,76,2019,2002,Kai Zheng 郑凯,"Professor of Computer Science,  University of Electronic Science and Technology of China None","Database,Data Mining,Crowdsourcing,Recommendation&Predication,Blockchain",208
3602,1807,Verified email at cis.pku.edu.cn - ,32,22,78,42,2019,1997,Huijing Zhao,"School of Electronics Engineering and Computer Science,  Peking University None","Artificial Intelligence,Computer Vision,Robotics,Intelligent Transportation System",153
3603,1633,Verified email at samsung.com,26,19,47,32,2019,2001,Mirco Cantoro,Verified email at samsung.com Samsung Electronics None,,117
3614,1636,Verified email at bangor.ac.uk - ,34,22,88,58,2019,1996,Jianming Tang,"Professor of Electronic Engineering,  Bangor University None",Optical Communications and Networking,228
3621,1447,Verified email at scontel.ru,24,17,49,29,2019,1985,Smirnov K,"Moscow state pedagogical University, HSE Moscow Institute of Electronics and Mathematics, SCONTEL None None",,159
3622,1742,Verified email at samsung.com,26,21,45,32,2019,2000,Changwook Jeong,Verified email at samsung.com Samsung Electronics None,"transport theory,thermoelectrics,semiconductor devices and new memories,solar cell,sensor",116
3626,2695,Verified email at upc.edu,24,24,45,40,2019,1970,santiago silvestre,MNT  Electronic Engineering Department   UPC None,Photovoltaics,154
3661,1407,Verified email at adelaide.edu.au,32,20,72,41,2019,1954,Nesimi Ertugrul,", School of Electrical and Electronic Engineering University of Adelaide None","Power Electronics,emerging magnetic materials in electrical machines,energy storage,renewable energy systems,condition monit",186
3653,1841,Verified email at unipi.it,31,20,97,51,2020,1996,Luca Fanucci,"Professor of Electronics,  Pisa University, Pisa None","Electronics Systems for Telecom,Automotive,Multimedia and Technical Aids for elderly and disable persons",641
3678,1742,Verified email at ieee.org - ,25,18,41,30,2017,2004,Sheng Sun,University of Electronic Science and Technology of China Homepage None,"Computational EM,multi-physics,microwave passive and active components/filters/antennas,micro/mm-wave communication systems",136
3695,3109,Verified email at uestc.edu.cn,24,19,61,43,2019,1991,Gang Feng,Verified email at uestc.edu.cn University of Electronic Science and Technology of China None,"Mobile networks,AI enabled wireless networking",212
3688,2992,Verified email at taltech.ee - ,25,20,91,65,2019,2002,Dmitri Vinnikov,"Research Professor, Power Electronics Group, Tallinn University of Technology Homepage None","Power electronics,renewable energy,photovoltaics,electrical engineering,impedance-source converters",315
3714,2678,Verified email at mail.ndhu.edu.tw,30,25,57,53,2020,1994,Yu-Kuei Hsu,"Department of Opto-Electronic Engineering,  National Dong Hwa University None","Photoelectrochemistry,Electrochemical Capacitor,Solar Cells",115
3697,2049,Verified email at unifi.it - ,32,24,97,58,2019,1979,Piero Tortoli,"Professor of Electronics,  Università di Firenze None","Electronics,Ultrasound",467
3727,2986,Verified email at mail.hust.edu.cn - ,33,29,74,60,2019,2001,Xinge You,"Professor of School of Electronics Information and Communications,  Huazhong University of Science None","Computer Vision,Pattern Recognition,Machine Learning,Wavelet Analysis and its Applications",199
3729,3672,Verified email at mail.ustc.edu.cn,32,32,64,64,2019,2012,"Xiaoliang Ma, 马晓亮","Institute of Optics and Electronics, Chinese Academy of Sciences Metamaterial None","Metamaterial,metasurface",120
3736,1660,Verified email at aalto.fi - ,28,21,54,33,2019,1989,Igor nefedov,", Dept. of Electronics and Nanoengineering Aalto University None","metamaterials,thermal emission,radiative forces",277
3737,1104,Verified email at shizuoka.ac.jp,33,15,64,29,2019,1979,Yukinori Ono,"Research Institute of Electronics,  Shizuoka University None","Nanoelectronics,Nanodevices,Silicon",238
3737,1655,Verified email at ff.vu.lt,18,15,31,20,2018,1994,Kristijonas Genevicius,"Senior researcher, Department of Solid State Electronics,  Vilnius University None","charge carriers transport,recombination,solar cells,FET",54
3745,3350,Verified email at khu.ac.kr - ,28,28,38,37,2019,1999,Jae Woong Jung,", Department of Advanced Materials Engineering for Information & Electronics Kyung Hee University None",Organic Electronics,77
3751,891,Verified email at dei.unipd.it - ,28,15,42,22,2019,1986,Leopoldo Rossetto,"Professor of Electronics,  University of Padova None","Power Electronics,Analog Electronics,Audio Amplifiers",81
3752,3671,Verified email at columbia.edu - ,30,30,50,50,2019,2009,Jingkuan Song（宋井宽）,", University of Electronic Science and Technology of China Columbia University None","Multimedia,Multimedia Retrieval,Machine Learning,Computer Vision",115
3757,1208,Verified email at usal.es,32,16,98,46,2019,1955,Tomás González,Professor of Electronics -  University of Salamanca  (Spain),"Nanoelectronics,THz devices",400
3770,2989,Verified email at ida.ing.tu-bs.de - ,31,27,59,48,2019,1986,Harald Michalik,"Professor of Space Electronics,  TU Braunschweig None","computers,space electronics,space science",154
3775,2435,Verified email at uow.edu.au,35,27,99,57,2019,1994,Jianli Wang,"Institute for Superconducting & Electronic Materials,  University of Wollongong None","magnetism,superconductor,neutron diffraction,mossbauer spectroscopy,magnetocaloric effect",281
3780,2123,Verified email at metu.edu.tr - ,26,18,66,30,2019,1994,A. Aydin Alatan,"Electrical and Electronics Engineering Dept.,  METU None","Image Processing,Learning & Recognition,Vision",321
3781,1881,Verified email at unimore.it,30,21,59,38,2019,2000,Alessandro Chini,"Associate Professor of Electronics,  University of Modena and Reggio Emilia , Italy","Semiconductor devices,Power electronics",196
3783,3095,Verified email at uestc.edu.cn - ,34,32,92,74,2019,1999,W.-Q. Wang,"Professor of  University of Electronic Science and Technology of China, Chengdu , China","Radar Signal Processing,Array Signal Processing,Physical-Layer Security,Radar-Communications,Vehicular Communications",304
3784,2592,Verified email at tsinghua.edu.cn,32,24,114,81,2019,1974,Pingyi Fan,"Professor of Electronic Engineering,  Tsinghua University None","Wireless Communications,Information Theory,Computer Science",422
3795,1317,Verified email at boun.edu.tr,37,20,91,48,2013,1994,Oğuzhan Çiçekoğlu,"Professor of Electrical and Electronics Engineering,  Bogazici University None","Analog circuits and signal processing,Active filters,Current-mode circuits",141
3802,2445,No verified email - ,28,22,53,38,2019,2000,Ping Lam So,"Professor of Electrical and Electronic Engineering, Nanyang Technological University Homepage None","Renewable Energy,Energy Management,Microgrids,Smart Grids,Electric Vehicles",112
3813,1714,Verified email at gfeit.org - ,26,23,34,30,2017,1999,Zhenyu Xue,Global Research Center for Flexible Electronics & Intelligent Technology Homepage None,"Flexible Electronics,Computational Science,Intelligent Technology,Additive Manufacturing,Solid Mechanics",44
3826,3729,Verified email at uestc.edu.cn - ,36,36,74,73,2020,2011,Yang Yang (杨阳), (电子科技大学) University of Electronic Science and Technology of China None,"Multimedia Search,Social Media Analysis,Machine Learning",163
3824,925,Verified email at a-phys.eng.osaka-cu.ac.jp,34,14,110,22,2019,1979,Masaaki Nakayama,"Department of Applied Physics and Electronics,  Osaka City University None",Optical properties of semiconductors,444
3849,3328,Verified email at uestc.edu.cn,32,31,95,82,2019,2005,Yan Chen,Professor at  University of Electronic Science and Technology of China None,"Wireless Multimedia,Signal Processing,Wireless Communications,Game Theory",184
3876,2173,Verified email at mail.nctu.edu.tw,34,26,78,53,2019,1999,Tuo-Hung (Alex) Hou,Department of Electronics Engineering ;  National Chiao Tung University None,"RRAM,Nonvolatile memory,Thin-film transistor,Low-dimensional materials and devices",221
3889,2263,Verified email at deltaww.com,27,17,42,26,2019,1993,Peter Barbosa,Delta Electronics Power conversion None,"Power conversion,Power electronics",65
3889,1143,Verified email at mwe.ee.ethz.ch - ,35,17,95,32,2019,1980,Prof. Dr. Colombo Bolognesi,", Chair, Millimeter-Wave Electronics ETH Zurich None","Semiconductor Devices,mm-Wave Transistors",334
3900,1970,Verified email at uj.ac.za,28,17,92,46,2019,1982,Hendrik C Ferreira,Professor of Electrical and Electronic Engineering Digital Communications None,"Digital Communications,Information theory,Powerline Communications,Channel Coding",427
3905,2055,Verified email at soire.renet.ru,35,25,74,49,2019,1967,Vyacheslav Popov,Kotelnikov Institute of Radio Engineering and Electronics (Saratov Branch) terahertz None,"terahertz,graphene,plasmons,electromagnetism,metamaterials",449
3917,3058,Verified email at baidu.com - ,33,31,98,82,4,1977,Chao Zhang,University of Electronic Science and Technology of China Homepage None,"Natural Language Processing,Information Retrieval",322
3943,1572,Verified email at itu.edu.tr - ,29,19,56,28,2017,1988,Mustafa Karaman,"Professor of Electronics and Comunication Engineering,  Istanbul Technical University None","Medical ultrasound imaging,integrated circuits,signal processing",134
3952,2716,Verified email at keti.re.kr - ,25,18,44,34,2019,1998,Min Suk Oh, (KETI) Korea Electronics Technology Institute None,"Transparent/Flexible/Wearable Display & Electronics,Thin Film Transistor (TFT),Light Emitting Devices,Sensors",125
3951,1599,Verified email at loi.hcei.tsc.ru - ,25,16,117,45,2019,1978,Eduard A. Sosnin (Эдуард Анатольевич Соснин),Institute of High Current Electronics SB RAS (Институт сильноточной электроники СО РАН) Homepage None,"фотоника,науковедение,менеджмент",648
3952,3745,Verified email at mit.edu,18,18,20,20,2019,2010,Lili Yu,"Student of Electronic Engineering and Computer Science,  MIT None","Natural Language Processing,Machine learning,Electronic Engineering,Physics",51
3959,1174,Verified email at eleceng.adelaide.edu.au - ,31,17,74,27,2019,1963,Peter H. Cole,"School of Electrical & Electronic Engineering,  University of Adelaide None","RFID,Electromagnetism,Surface Acoustic Waves",195
3980,2719,Verified email at nuaa.edu.cn - ,33,25,98,75,2019,1965,Shaobin Liu," Professor of Electronic science and technology,  Nanjing University of Aeronautics and Astronautics None","plasma stealthy antennas,microwave,RF,EMC",405
3990,2620,Verified email at ul.ie - ,31,24,120,87,2019,1987,Elfed Lewis,"Associate Professor, Department of Electronic and Computer Engineering,  Univ of Limerick , Ireland","Optical Fibre Sensors,Optical Sensors and  Instrumentation",524
3978,2466,Verified email at tsinghua.edu.cn - ,28,21,91,64,2019,1962,Chen Hongwei,"Professor of Electronic Engineering,  Tsinghua University None","Optical communication and networks,Microwave photonics,Ultrafast Imaging",3070
3990,2834,Verified email at eee.kuet.ac.bd - ,25,22,97,69,2020,1925,Dr. Mohiuddin Ahmad,"Professor of Electrical & Electronic Engineering,  Khulna University of Engineering & Technology None","Biomedical Signal and Image Processing,Computer Vision and Pattern Recognition,Clinical Engineering,Human Motion Analysis,En",1138
4002,2235,Verified email at metu.edu.tr,30,24,65,45,2019,1996,Haluk Kulah,"Professor at Electrical and Electronics Engineering,  METU , Ankara, Turkey","MEMS,Energy Harvesting,BioMEMS,Interface Electronics Design",203
4004,1644,Verified email at surrey.ac.uk - ,36,22,62,40,2019,1995,J David Carey,"Head of Department, Dept. of Electrical and Electronic Engineering,  University of Surrey , UK","Graphene,Carbon Nanotubes,2D Materials,Silicene,Field Emission",100
4015,2995,Verified email at adelaide.edu.au - ,31,25,67,54,2019,1980,Cheng-Chew Lim,"Professor, School of Electrical & Electronic Engineering, The  University of Adelaide None",control systems,257
4026,3175,Verified email at keti.re.kr,30,26,52,49,2019,1999,Goojin Jeong,: Advanced Batteries Research Center Korea Electronics Technology Institute None,Electrochemical energy storage and conversion,140
4035,2702,No verified email,25,15,53,23,2019,1988,kyungwhoon cheun,"Executive Vice President, Samsung Electronics communication None","communication,coding,modulation,particle swarm optimization,mobile communications",178
4044,1249,Verified email at polito.it,30,16,85,29,2019,1978,Andrea Bianco, - Department of Electronics and Telecommunications Politecnico di Torino None,"Networks,Switching Architectures,Optical Networks",278
4054,1034,Verified email at cam.ac.uk - ,34,14,67,23,2019,1987,Chris Ford,"Professor of quantum electronics,  University of Cambridge None",Nanoelectronics,180
4059,1534,Verified email at hust.edu.cn,28,17,79,35,2019,1982,Yu Hu,"Professor of School of Optical and Electronic Information,  Huazhong University of Science and Technology None","CPS,FPGA",360
4059,805,Verified email at cse.kyutech.ac.jp - ,27,13,74,19,2017,1984,Dr. Yoshihito Maeda,"Professor of Computer Science and Electronics,  Kyushu Institute of Technology  (Kyutech) Japan",Semiconductor nano-materials and photonics,263
4083,1820,Verified email at hanyang.ac.kr - ,27,18,60,38,2019,1980,Hanhoon Park,"Assistant Professor of Electronic Engineering, Pukyong National University Homepage None","Augmented reality,3D computer vision,human-computer interaction",290
4088,1667,Verified email at ncl.ac.uk,34,21,89,50,2019,1964,Nicholas Wright,"Professor of Electronic Materials,  Newcastle University None","engineering,materials,electronics",354
4101,2671,Verified email at uestc.edu.cn,29,25,57,44,2019,2001,Yi Peng (彭怡),Verified email at uestc.edu.cn University of Electronic Science and Technology of China None,"data mining,multiple criteria decision making",168
4097,3584,Verified email at uestc.edu.cn - ,35,32,92,79,2019,2004,jie xiong,Verified email at uestc.edu.cn -  University of Electronic Science and Technology of China None,"material science,functional materials",416
4103,2910,Verified email at uv.es,26,23,49,39,2020,1970,Jordi Muñoz-Marí,"Professor. Electronic Engineering Department,  University of Valencia None","Machine Learning,Digital Signal Processing,Kernel Methods,SVM,Neural Networks",137
4109,3642,Verified email at tsinghua.edu.cn - ,35,34,89,83,2019,2007,Sheng Zhou (周盛),"Associate Professor of Dept. Electronic Engineering,  Tsinghua University None",wireless communications,248
4110,3114,No verified email,27,25,124,101,2019,2007,Jonghyun Park,"Chief Research Engineer, LG Electronics 5G None","5G,NR-MIMO,New Radio,LTE-Advanced,eFD-MIMO",255
4121,2555,Verified email at korea.ac.kr - ,31,25,70,53,2019,2004,Hwi Kim,"Professor of Electronics and Information Engineering,  Korea University None","Holography,Diffractive Optics,Metamaterials",145
4138,1196,Verified email at uni-ulm.de,30,15,110,33,2019,1983,Hermann Schumacher,"Professor for High Frequency Electronics,  Ulm University None","MMIC design,high-frequency microsystems,compound semiconductor devices,RFMEMS",370
4124,2265,Verified email at hanyang.ac.kr - ,33,24,113,66,2020,1968,Jong-In Shim,"Dept. of Electronics and Communication Eng.,  Hanyang University ERICA Campus None",Optoelectronics,577
4140,1737,Verified email at ieee.org - ,31,18,67,33,2019,1976,Francisco J. García Sánchez,"Professor Emeritus, Solid State Electronics Lab., Univ. Simón Bolívar, Venezuela Homepage None","Electron Device Modelling,Field Effect Transistors,Solar Cells",203
4157,2481,Verified email at knu.ac.kr - ,34,26,121,78,2019,1979,Minho Lee,"Professor, School of Electronics Engineering,  Kyungpook National University None",neural network,366
4168,1781,Verified email at ntnu.no,27,23,54,42,2019,1996,Thomas Tybell,"Dept. of Electronic Systems,  Norwegian University of Science and Technology  (NTNU)","Functional oxides,thin film physics",212
4188,1204,Verified email at soton.ac.uk - ,32,15,98,31,2019,1961,David Millard,"School of Electronics and Computer Science,  University of Southampton None","Web Science,Social Media,Narrative Systems,E-learning",365
4190,2008,Verified email at imem.cnr.it,34,24,94,57,2019,1966,Salvatore Iannotta,Associate Research Director - CNR - IMEM - Institute of Materials for Electronics and Magnetism Nanomaterials-nanosystems None,"Nanomaterials-nanosystems,molecular electronics & bio-electronics,neuromorphic materials &systems,sensing & bio-sensing",285
4203,1694,Verified email at uts.edu.au,30,19,63,37,2019,1996,Francesca Iacopi,"Professor of Electronics,  University of Technology Sydney None","Nanoelectronics,Semiconductors,2D Materials,Nanophotonics,Energy Storage",206
4219,3100,Verified email at mail.hust.edu.cn,30,25,127,101,2020,2001,Songnian Fu,"School of Optical and Electronic Information,  Huazhong University of Science&Technology , China",Fiber optical transmission,577
4244,1734,Verified email at uclouvain.be,29,20,65,33,2019,1984,Jean-Didier Legat,"Professor of Electronics, ICTEAM, EPL,  Université catholique de Louvain None","Processor Architecture,Low-Power Digital Integrated Circuit,Real-Time Embedded Systems,Mixed-Signal Design and Hardware-Softw",322
4258,2156,Verified email at uestc.edu.cn - ,32,24,70,53,2020,1994,Ce Zhu,Verified email at uestc.edu.cn -  University of Electronic Science and Technology of China None,"Visual Information Processing,Coding & Communications",205
4262,1763,Verified email at loi.hcei.tsc.ru,30,21,122,44,2019,1968,Mikhail I. Lomaev (Михаил Иванович Ломаев),"Institute of High Current Electronics, SB RAS ; TSU Gas discharge sources of spontaneous radiation None","Gas discharge sources of spontaneous radiation,gas discharge",655
4264,2217,Verified email at ibecbarcelona.eu - ,33,21,96,57,2019,1970,Santiago Marco,"Associate Professor of Electronic Instrumentation, Dept. of Electronics and Biomedical Engineering Homepage None","Chemical Sensors,Signal Processing,Machine Learning,Chemometrics,Smart System Integration",309
4279,1388,Verified email at fc.ritsumei.ac.jp,36,19,53,31,2019,1996,Wataru WATANABE,"Professor of Department of Electrical & Electronic Engineering,  Ritsumeikan University None","photonics,biomedical imaging,micromachining,femtosecond laser",87
4291,995,No verified email,33,15,61,25,2015,1978,Ulf Lindefelt,Retired Professor of Solid State Electronics Theoretical Physics None,Theoretical Physics,120
