citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
2082,991,Verified email at niituniversity.in,22,17,45,22,2019,1965,sunil khanna,"Professor of Biotechnology and Bioinformatics,  NIIT University , Neemrana, Rajasthan, India","Environmental Biotechnology,Bioremediation,Bioenergy,Cellulose degradation",90
18567,10782,Verified email at cs.uchicago.edu - ,59,47,333,244,2020,1980,Haitao Zheng,"Neubauer Professor of Computer Science,  University of Chicago None","Mobile Computing,Wireless networks,Dynamic Spectrum Networks,online social networks",1501
2083,1267,Verified email at mochsl.org.br,24,18,48,38,2019,2003,Pedro A F Galante,"Laboratory of Bioinformatics, Sírio-Libanês Hospital Bioinformatics None","Bioinformatics,genomics,transcriptomics,cancer",93
2108,1701,Verified email at duke.edu - ,18,17,36,32,2019,2005,Maciej A. Mazurowski,"Associate Professor of Radiology, Electrical and Computer Eng., and Biostatistics and Bioinformatics Homepage None","Machine Learning,Deep learning,Data Science,Radiogenomics,Medical Imaging",122
2110,1193,Verified email at unil.ch - ,18,18,23,21,2019,2002,Bulak Arpat,"Center for Integrative Genomics,  University of Lausanne ; Swiss Institute of Bioinformatics","Genomics,Computational Biology,Circadian Biology,Plant Physiology",38
2124,1652,Verified email at essex.ac.uk - ,22,22,34,33,2019,2005,Alex J. Dumbrell,"Lecturer in Environmental Microbiology and Bioinformatics,  University of Essex None",Community and Molecular Ecology of Microbes,93
2114,1167,Verified email at qi.fcen.uba.ar - ,23,18,50,41,2019,1998,Adrian Turjanski,"Professor of Bioinformatics, Department of Biological Chemistry,  University of Buenos Aires None","Bioinformatics,Molecular Modeling,Signal Trasnduction,Protein Drug Interactions,Disease",123
2132,1270,Verified email at iu.edu - ,22,19,37,32,2019,1998,Jun Wan,"Assistant professor, Director of Collaborative Core for Cancer Bioinformatics,  Indiana University None","Bioinformatics and Computational Biology,Epigenetics,Cancer Genomics,NGS and Microarray,Computational physics",98
2134,1252,Verified email at illumina.com,18,17,24,20,2014,2000,Pedro Cruz,"Manager, Bioinformatics Genomics None","Genomics,Bioinformatics,Healthcare,HPC,Data Warehouses",35
18628,5952,Verified email at cs.ust.hk - ,69,39,153,91,2019,1991,Dimitris Papadias,"Professor of Computer Science,  HKUST None",Databases,228
18616,5877,Verified email at illinois.edu - ,59,33,190,92,2019,1977,Gul Agha,"Professor of Computer Science,  University of Illinois at Urbana-Champaign None","Programming Languages,Concurrency Theory,Formal Methods,Software Engineering,Sensor Networks",445
18646,16689,Verified email at ipatimup.pt - ,23,21,30,27,2018,2004,Pedro G. Ferreira,"Department of Computer Science, Faculty of Sciences  University of Porto None","Computational biology,bioinformatics,Data Mining,Machine Learning",45
18655,3928,Verified email at Vanderbilt.edu - ,63,27,280,88,2019,1954,Charlotte F. Fischer,"Professor Emerita of Computer Science,  Vanderbilt University None","Computational Atomic physics,Numerical analysis",590
18662,11075,Verified email at uchicago.edu - ,66,54,179,146,2019,1999,Nick Feamster,"Neubauer Professor of Computer Science,  University of Chicago None","Security,Networking,Computer Networks,Data Science,Tech Policy",375
18678,6610,Verified email at ens.fr - ,61,41,145,103,2019,1966,David Pointcheval,"Senior CNRS Researcher in Computer Science,  Ecole Normale Superieure, Paris None",Cryptography,264
18782,6137,Verified email at wfu.edu - ,51,25,140,55,2019,1960,Robert Plemmons,"Reynolds Professor of Computer Science and Mathematics, Emeritus  Wake Forest University None","Numerical linear algebra,inverse problems,optimization,optics",338
18646,12568,Verified email at hit.edu.cn,38,36,639,413,2019,1973,Shaohui Liu,"Associate Professor of School of Computer Science and Technology,  Harbin Institute of Technology None","Multimedia Security,Video Surveillance and Tracking,Video Compression,Image Restoration",3131
18785,4300,Verified email at northwestern.edu,58,29,183,88,2019,1966,Kenneth D. Forbus,"Professor of Computer Science,  Northwestern University None",Artificial Intelligence,486
2138,1210,Verified email at ba.itb.cnr.it - ,22,16,26,18,2016,1993,Andreas Gisel,"Researcher of Bioinformatics, International Institute for Traoical Agriculture, Ibadan, Nigeria Homepage None","NGS data analysis,ncRNA,applied gene ontology,genotyping by sequencing,methylation profiling",57
2144,1447,Verified email at uohyd.ac.in,23,17,44,30,2019,1991,Prakash Babu Phanithi,"Department of Biotechnology and Bioinformatics,  University of Hyderabad None","neurodegeneration,cerebral malaria,cerebral ischemia,glioma,epilepsy",116
2151,1193,No verified email,28,19,41,30,2019,1980,Susana Kalko (ORCID:0000-0002-6701-0233),Scientific Director at Moebius Research LTD. Bioinformatics and Systems Biomedicine Consultant Bioinformatics None,"Bioinformatics,Computational Biology,Systems Biomedicine,Data Integration,Computational Drug Repurposing",106
2154,1359,Verified email at birc.au.dk - ,24,17,34,26,2019,1999,Palle Villesen,"Bioinformatics research Center,  Aarhus University None","Bioinformatics,NGS,Mass spectromy,cancer,virus and autoimmune diseases",78
2162,2140,Verified email at vai.org,13,13,15,15,2019,2013,Brejnev Muhire,Bioinformatics Research Scientist at  Van Andel Research Institute None,"Computational Biology,Epigenetics & Molecular Evolution",25
2163,1940,Verified email at mpi-inf.mpg.de - ,22,20,31,31,2019,2006,Tobias Marschall,"Center for Bioinformatics,  Max Planck Institute for Informatics , Saarland Informatics Campus","Bioinformatics,Computational Genomics,Next Generation Sequencing,Population Genetics",82
2182,1495,Verified email at alumni.ku.dk,17,15,19,18,2019,2007,Christoffer Egeberg Hother,"Bioinformatic student,  University of Copenhagen None","Bioinformatics,cancer,clinical genetics",58
2178,1582,Verified email at future.edu,22,20,62,55,2019,1974,"A. Professor, Mansour Ebrahimi","Bioinformatics Research Group, Green Research Center, University of Qom, IRAN Machine learning None","Machine learning,Data analyst,Bioinformatician",367
2182,965,Verified email at gendiag.com,20,18,27,23,2019,2002,Carles Ferrer-Costa,Head of Bioinformatics at Gendiag Bioinformatics None,"Bioinformatics,Computational Biology,Modeling",49
2183,1859,Verified email at bccrc.ca - ,12,12,12,12,2019,2011,Daniel Lai,"Bioinformatics Scientist, BC Cancer Homepage None","Bioinformatics,Next Generation Sequencing",33
18823,9079,Verified email at inf.ethz.ch - ,64,52,134,114,2020,1989,Srdjan Capkun (Srđan Čapkun),"Professor of Computer Science,  ETH Zurich None","Security,Computer Security,Wireless Security,Privacy,Networking",283
18854,10628,Verified email at indiana.edu - ,64,53,123,114,2019,2002,Matthew W. Hahn,"Professor of Biology and Computer Science,  Indiana University None","Evolution,Population genetics,Molecular evolution,Genomics,Bioinformatics",153
18858,5071,Verified email at inf.ethz.ch - ,49,24,118,42,2019,1975,Gaston H. Gonnet,Professor Emeritus of Computer Science at the  ETH Zurich None,"Bioinformatics,scientific computation,computer algebra,modelling,machine learning",306
18897,7608,Verified email at soton.ac.uk - ,69,44,239,135,2019,1983,Mark Nixon,"Professor of Electronics and Computer Science,  University of Southampton None","Computer Vision,Biometrics,Gait,Ear,Soft",555
18900,5449,Verified email at cc.gatech.edu - ,62,35,279,124,2019,1977,Calton Pu,"Professor and J.P. Imlay, Jr. Chair in Software, School of Computer Science,  Georgia Tech None","Service Computing,Cloud Computing,Big Data,Data Management,Information Security",701
18927,9750,Verified email at cs.ucsb.edu - ,57,46,140,126,2019,1982,Xifeng Yan,"Professor, Computer Science,  Univ. of California at Santa Barbara None","Data Mining,Data Management,Machine Learning,Bioinformatics",329
18947,6818,Verified email at cs.stanford.edu,43,34,79,59,2019,1971,Mehran Sahami,"Professor of Computer Science,  Stanford University None","Computer Science Education,Machine Learning,Information Retrieval",165
18883,15873,Verified email at aiub.edu - ,54,49,529,463,2020,1975,MD. AL IMRAN,"Lecturer of Computer Science,  American International University-Bangladesh None","Information and Database Managemeny,Internet Technologies,Data Warehousing and Data Mining",3177
18951,15775,Verified email at cs.auckland.ac.nz - ,10,8,10,8,2019,2004,Dong (Walter) Xie,"Department of Computer Science,  University of Auckland None","Phylogenetics,Computational Biology,Bioinformatics,Artificial Intelligence,Machine Learning",21
2184,1521,Verified email at unimelb.edu.au - ,19,15,24,20,2019,1994,Andrew Lonie,"Director, Australian Bioinformatics Commons,  University of Melbourne None",Bioinformatics,70
2185,1880,Verified email at ibt.unam.mx,18,18,28,27,2019,2008,Alejandro Sanchez-Flores,"Head of Sequencing and Bioinformatics University core laboratory, National Autonomous University of Bioinformatics None","Bioinformatics,Genomics,Transcriptomics,Metagenomics,Next-Gen Sequencing",74
2186,859,Verified email at u-psud.fr,20,14,25,17,2019,1987,Olivier Lespinet,"Professor of bioinformatics,  Paris-Sud University None",Comparative genomics,60
2191,1832,Verified email at dsmz.de - ,24,22,55,52,2019,2006,Boyke Bunk,"Head of Bioinformatics, Leibniz Institute DSMZ Homepage None","Bioinformatics,Genomics,NGS",162
2198,1830,Verified email at jimmy.harvard.edu,15,15,17,17,2018,2009,Wu Hua-Jun,"PhD of bioinformatics, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences System biology None","System biology,Computaional biology,transcriptome,epigenetics,small RNA",22
2199,1355,Verified email at unab.cl - ,26,20,66,51,2019,1976,"Fernando Danilo Gonzalez Nilo, PhD","Director Center for Bioinformatics and Integrative Biology,  Universidad Andres Bello, Santiago None","Molecular Simulations,Bio-nanotechnology,Ion Channels,Drug Design,Protein Structure",179
2210,554,Verified email at bdu.ac.in - ,22,11,36,15,2019,1992,Selvaraj Samuel,"Asssitant Professor (Retired) & UGC Emeritus Fellow (2015-17), Department of Bioinformatics, School Homepage None",bioinformatics,106
2222,1083,Verified email at unistra.fr,22,17,32,24,2018,1998,Odile Lecompte,"Professor of Bioinformatics and Genomics,  University of Strasbourg None","Genomes,Evolution,Comparative genomics,Bioinformatics,Genetic diseases",54
2221,539,Verified email at udel.edu,27,13,46,21,2019,1981,Adam Marsh,"Associate Professor of Marine Science and Bioinformatics,  University of Delaware None","Epigenetics,Environmental Imprinting,Polar Biology,Bioinformatics",132
2233,1768,Verified email at bcm.edu,23,14,31,19,2018,1995,Hyunjae R Kim,"Associate Director of Pediatric Oncology Bioinformatics, Texas Children's Cancer Center,  BCM None","Computational Biology,Oncology,Genomics,Epigenetics",60
18958,6211,Verified email at cs.ucsb.edu,71,38,241,105,2019,1984,Amr El Abbadi,"Professor of Computer Science,  UC Santa Barbara None","Databases,Distributed systems,social NW,cloud computing",538
18971,6253,Verified email at univie.ac.at - ,64,41,147,117,2020,1986,Monika Henzinger,"Professor of Computer Science,  University of Vienna None","Combinatorial algorithms and data structures,web information retrieval,algorithmic game theory",328
18975,6833,Verified email at debevec.org - ,49,36,117,85,2019,1996,Paul Debevec,"Professor of Computer Science, University of Southern California Homepage None","computer graphics,computer vision,cultural heritage,visual effects,virtual reality",257
19012,9532,Verified email at cse.ohio-state.edu - ,72,53,218,158,2019,1983,DeLiang Wang,"Professor of Computer Science and Engineering,  Ohio State University None",Perception and neurodynamics,466
19044,11396,Verified email at mit.edu - ,53,42,132,100,2019,1954,Pablo A. Parrilo,"Professor of Electrical Engineering and Computer Science,  Massachusetts Institute of Technology None","Convex Optimization,Semidefinite Programming,Systems and Control,Applied Mathematics",295
19014,7874,Verified email at utdallas.edu,60,40,334,211,2019,1967,John Hansen,"Associate Dean for Research; Erik Jonsson School of Engineering & Computer Science, The University Speech Processing None","Speech Processing,Speech Recognition,Speaker ID,Speech Under Stress,Lombard Effect",852
19056,6377,Verified email at cs.nyu.edu,57,40,105,75,2019,1961,Victor Shoup,"Professor of Computer Science,  New York University None","Cryptography,Algorithms",162
19170,7786,Verified email at asu.edu - ,40,23,129,56,2019,1996,K. Selcuk Candan,"Professor of Computer Science and Engineering,  Arizona State University None","Data management,databases,multimedia retrieval",374
19175,7314,Verified email at stanford.edu - ,69,45,141,95,2019,1899,Kunle Olukotun,"Cadence Design Systems Professor of Computer Science,  Stanford University None","computer architecture,parallel computing,programming languages",266
2236,1933,Verified email at cruk.cam.ac.uk,12,11,15,13,2019,1999,James Anthony Morris,"Senior Bioinformatics Analyst, CRUK Cambridge Institute Bioinformatics None",Bioinformatics,44
19057,13404,Verified email at ecu.edu.au,56,48,393,297,2020,1963,Chang Su Lee,"School of Computer and Security Science,  Edith Cowan University None","Artificial Intelligence,Machine Learning,Mobile Robotics,Bio-Informatics",1262
2240,1560,Verified email at roche.com,19,15,23,21,2019,2003,Chia-Huey Ooi,"Bioinformatics Scientist, Roche Pharma Research and Early Development (pRED) Bioinformatics None","Bioinformatics,Oncology,Cancer Immunotherapy",46
2241,1889,Verified email at igbmc.fr,21,20,28,28,2019,2010,Tao Ye,"bioinformatics engineer,  Institut de Génétique et de Biologie Moléculaire et Cellulaire NGS None","NGS,Chip-seq,Genomics,small RNA-seq",38
2258,2244,Verified email at earlham.ac.uk,15,15,19,19,2019,2011,Bernardo J. Clavijo,"Bioinformatic Algorithms Development, Earlham Institute NGS None","NGS,genomics,genome assembly",34
2264,1491,Verified email at cvm.tamu.edu - ,24,19,37,30,2019,1990,Ivan Ivanov,"Clinical Associate Professor in Bioinformatics,  Texas A&M University None","Bioinformatics,Genomic Signal Processing,Computational Biology,Theory of Approximations,Banach Spaces",121
2269,990,Verified email at bayer.com,9,7,9,7,2009,2004,Steven Robbens,Bioinformatics Scientist at  Bayer CropScience None,,15
2279,1478,Verified email at mh-hannover.de,26,19,49,27,2019,1996,Cheng-Jian Xu,"Group Leader of bioinformatics and computational genomics,  Hannover Medical School None","Bioinformatics,Computational genomics,Chemometrics",93
2290,1558,Verified email at usi.ch - ,23,22,29,27,2019,2001,Igor V. Pivkin,"USI Lugano and Swiss Institute of Bioinformatics, Switzerland Homepage None","computational science,mechanobiology,cell mechanics,biophysics",90
2291,2126,Verified email at ibioinformatics.org,20,17,24,24,2020,2006,Jyoti Sharma,Verified email at ibioinformatics.org Institute of Bioinformatics None,"Computational biology,Bioinformatics,Signal transduction,Proteomics,Genomics",31
2304,1947,Verified email at ucla.edu,9,9,9,9,2017,2009,Yuan Tian,"Graduate student of bioinformatics,  UCLA None","Bioinformatics,Genetics,Neurosciences,Autism",15
19262,5887,Verified email at cse.unsw.edu.au,61,35,179,103,2019,1995,boualem benatallah,"Scientia Professor, Computer Science and Engineering,  UNSW Australia None","SOA/BPM/APIs,Data Curation and Cognitive Services,Crowdsourcing,Cloud Services Orchestration.",504
19279,4240,Verified email at seas.upenn.edu - ,70,33,205,91,2019,1716,Norman Badler,"Rachleff Professor of Computer & Information Science,  Univ. of Pennsylvania None",Computer Graphics,546
19319,10097,Verified email at ucsc.edu - ,64,51,193,149,2019,1982,Lise Getoor,"Professor of Computer Science,  University of California, Santa Cruz None","Machine Learning,Reasoning Under Uncertainty,Graph & Network Analysis,Information Integration,Ethics & Responsible Data Scie",421
19367,5741,Verified email at cis.upenn.edu - ,64,34,161,92,2019,1967,Benjamin C. Pierce,"Professor of Computer and Information Science,  University of Pennsylvania None","Programming languages,type systems,security and privacy,functional programming,formal specification and verification",379
19216,12059,Verified email at skct.edu.in,59,42,382,262,2019,1957,Dr. S.J.K. jagadeesh kumar,"professor of computer science and engg, Sri Krishna college of tech, Coimbatore Broad band wireless access None","Broad band wireless access,WiMAX",3090
19372,9724,Verified email at sun.ac.za,57,42,194,142,2019,1991,Andries Engelbrecht,", Department of Industrial Engineering, and Division of Computer Science Stellenbosch University None","Swarm Intelligence,Evolutionary Computation,Neural Networks,Optimization,Data Analytics",473
19449,10060,Verified email at ualberta.ca - ,55,39,173,105,2019,1980,Russ Greiner,"Professor of Computer Science,  University of Alberta None","Artificial Intelligence,Machine Learning,Bioinformatics,Medical Informatics,Evidence-based Healthcare",482
19451,10276,Verified email at cs.cornell.edu - ,65,45,137,102,2019,1990,Claire Cardie,"Professor of Computer Science,  Cornell University None","natural language processing,computational linguistics,computational social science,digital government,deception detection",244
19471,7433,Verified email at idc.ac.il,48,38,105,81,2019,1996,Zohar Yakhini,"Faculty Member, Computer Science at  IDC Herzeliya None",Computational Biology,241
2322,1704,Verified email at monash.edu,25,23,52,49,2019,1999,Nicholas C. Wong,"Monash Bioinformatics Platform,  Monash University None","Epigenetics,molecular biology,genomics,cancer,bioinformatics",128
2323,1652,Verified email at usz.ch,17,17,20,20,2019,2004,Abdullah Kahraman,"Head of Clinical Bioinformatics in Molecular Tumor Profiling, University Hospital Zurich Precision Medicine None","Precision Medicine,Cancer Genomics,Structural Proteomics,Interactomics",31
19477,12661,Verified email at hit.edu.cn,60,48,344,295,2020,1983,Yang Liu,"Computer science,  Harbin institute of technology None","Artificial Intelligence,machine learning,computer vision",1003
2334,1227,Verified email at unmc.edu,20,15,23,16,2017,1985,Robert Boissy,"Assistant Professor, Internal Medicine (Bioinformatics and Genomics),  University of Nebraska Medical Center None",Bioinformatics and Genomics,35
2362,2159,Verified email at ucl.ac.uk,14,13,16,15,2019,2009,"Valentina Cipriani, PhD",Senior Bioinformatics Research Fellow; Queen Mary University London;  University College London None,"Statistical genetics,Genetic epidemiology,Bioinformatics",47
2367,852,Verified email at ba.itb.cnr.it - ,18,13,24,15,2019,1998,Flavio Licciulli,"Bioinformatics Researcher, CNR - Istitute of Biomedical Technologies Homepage None","Bioinformatics,Computational Biology,Biological database,Biologica data integration,ncRNA",66
2368,1045,Verified email at usp.br,18,14,20,17,2019,1999,Robson Francisco de Souza,"Assistant Professor, Bioinformatics Teacher,  University of São Paulo None","Bioinformatics,Evolutionary Theory,Biology,Sequence Analysis",36
2391,2185,Verified email at landw.uni-halle.de,19,19,23,23,2018,2011,Thomas Schmutzer,"Bioinformatics Researcher,  Martin Luther University  (MLU) Halle-Wittenberg","Genomics,diversity & bioinformatics",32
2410,954,Verified email at deakin.edu.au - ,25,18,34,27,2019,1995,Merridee Wouters,"Senior Lecturer in Bioinformatics,  Deakin University None","Bioinformatics,Data Mining,Structural Bioinformatics,Knowledge discovery,Nanomachines",64
2391,767,Verified email at gmu.edu,26,14,40,18,2019,1981,Iosif I. Vaisman,"Professor of Bioinformatics and Computational Biology, School of Systems Biology, George Mason Protein Structure None","Protein Structure,Protein Function,Computational Mutagenesis,Molecular Structure,Computational Geometry",127
2413,2247,Verified email at nexus.ethz.ch,18,16,23,23,2019,2005,Nora C Toussaint,"Senior Bioinformatics Scientist, NEXUS, Swiss Federal Institute of Technologies ( ETH ) Zurich",,53
19483,6805,Verified email at informatik.rwth-aachen.de - ,71,41,202,139,2019,1990,Leif Kobbelt,"Professor of Computer Science,  RWTH Aachen University None","Computer Graphics,Geometry Processing,Geometric Modeling,Computer Aided Design,Computer Vision",405
19517,5802,Verified email at cs.umd.edu - ,64,38,155,98,2019,1913,Benjamin B. Bederson,"Professor of Computer Science,  University of Maryland None",Human-Computer Interaction,380
19526,6467,No verified email,58,32,100,62,2019,1987,Dan Geiger,"Professor of Computer Science, Technion None None",,211
19527,6031,Verified email at asu.edu,63,38,182,102,2019,1973,Kurt VanLehn,"Professor of Computer Science,  Arizona State University None",Intelligent Tutoring Systems,371
19534,14205,Verified email at cs.utexas.edu - ,68,60,137,134,2019,1932,Kristen Grauman,"Professor of Computer Science,  University of Texas at Austin None","Computer Vision,Machine Learning",285
19559,4666,No verified email,53,21,122,37,2013,1958,Karen Spärck Jones (1935-2007),"Professor of Computer Science, Cambridge University information retrieval None","information retrieval,natural language processing",263
19610,8906,Verified email at umn.edu,66,46,256,166,2020,1973,Shashi Shekhar,"McKnight Distinguished University Professor of Computer Science,  University of Minnesota None","Spatial Big Data,Spatial Computing,Spatial Databases,Spatial Data Mining,Geographic Information Science",1897
19622,6607,Verified email at bu.edu - ,68,39,159,104,2019,1990,Stan Sclaroff,"Dean of Arts & Sciences, Professor of Computer Science,  Boston University None","Computer vision,pattern recognition,machine learning,multimedia",312
19580,12204,Verified email at iium.edu.my,55,43,444,303,2020,1914,Abdul Wahab Abdul Rahman,"Professor of Computer Science, Kulliyyah of Information and Communication Technology, international Artificial Intelligence None","Artificial Intelligence,Cognitive Science,Computational Modeling of Affect",3101
19628,6021,Verified email at cis.upenn.edu - ,36,24,70,36,2018,1959,Mitchell Marcus,"Professor of Computer and Information Science,  University of Pennsylvania None",Natural Language Processing,139
2416,1527,Verified email at xtbg.ac.cn - ,20,15,27,24,2019,2005,"Changning Liu, Ph.D.","Investigator, Head of Bioinformatics Research Group,  Xishuangbanna Tropical Botanical Garden None","Noncoding RNA,Biological Network,Bioinformatics",43
2430,1927,Verified email at ut.ac.ir - ,29,25,52,46,2019,1994,"Ali Masoudi-Nejad, Ph.D.",Associate Professor of Systems Biology and Bioinformatics Homepage None,"Computational systems biology,Cancer systems biology,Network-based biomarker development,Non-coding RNA analysis,Network bio",156
2433,2060,Verified email at ebi.ac.uk,19,17,26,25,2019,2006,Astrid Gall," (EMBL-EBI), Cambridge, UK European Bioinformatics Institute None","virology,genomics,bioinformatics",44
2442,2213,Verified email at illumina.com,9,9,9,9,2019,2008,Ewa A Bergmann (Grabowska),"Manager, Bioinformatics at  Illumina None","Bioinformatics,NGS,Cancer Genomics",17
2442,1724,Verified email at ebi.ac.uk,11,11,11,11,2019,1999,Gregory E Jordan,"PhD student,  European Bioinformatics Institute None",Bioinformatics,17
2447,1772,Verified email at sib.swiss,26,23,42,40,2019,2002,Lydie Lane,"Faculty of medicine, University of Geneva and SIB Swiss Institute of Bioinformatics bioinformatics None","bioinformatics,proteomics,biocuration",81
2444,1035,Verified email at birc.au.dk - ,27,18,50,30,2017,1998,Christian Nørgaard Storm Pedersen,"Bioinformatics Research Centre (BiRC) and Department of Computer Science,  Aarhus University None","Bioinformatics,Algorithms",122
2450,858,Verified email at nucleolus.net,23,16,30,20,2016,1999,Eike Staub,"Director Oncology Bioinformatics at Merck Biopharma, Darmstadt & Lecturer Bioinformatics at oncology None","oncology,bioinformatics,computational biology,domain,microarray",89
2462,1679,Verified email at monash.edu - ,20,19,25,24,2019,2001,Paul Harrison,"Research fellow, Monash Bioinformatics Platform,  Monash University None",Bioinformatics,46
2466,1856,Verified email at charite.de,21,20,28,24,2019,2005,Mathias Dunkel,PHD Bioinformatics None None,,49
19699,6960,Verified email at nyu.edu,53,37,118,101,2019,1974,Leslie Greengard,"Professor of Mathematics and Computer Science, Courant Institute of Mathematical Sciences,   New York University None","scientific computing,applied mathematics,electromagnetics,acoustics,computational biology",240
19725,14560,Verified email at inf.ethz.ch - ,68,63,158,156,2019,1997,Andreas Krause,"Professor of Computer Science,  ETH Zurich None","Machine Learning,Artificial Intelligence,Computational Sustainability,Submodularity,Bayesian Optimization",286
19733,8473,Verified email at igi.tugraz.at - ,65,43,186,107,2019,1974,Wolfgang Maass,"Professor of Computer Science,  Graz University of Technology None","Computational Neuroscience,Machine Learning,Computational Complexity Theory",473
19756,11856,Verified email at uva.nl - ,55,43,164,101,2020,1991,Theo Gevers,"Computer Vision Lab,  University of Amsterdam  (UvA); 3DUniversum; Sightcorp","computer vision,image processing,image understanding,object recognition,color",358
19840,8358,Verified email at cse.unl.edu,71,44,148,119,2019,1985,Gregg Rothermel,"Professor of Computer Science,  University of Nebraska - Lincoln None",Software Engineering,231
19889,7187,Verified email at cs.stanford.edu,73,47,163,116,2019,1986,Alex Aiken,"Professor of Computer Science,  Stanford University None","programming languages,compilers,verification,parallelism",296
19719,12341,No verified email,56,39,451,307,2020,1935,Bhoopendra singh,computer science computer None,computer,3055
19930,6607,Verified email at weizmann.ac.il,72,40,245,137,2019,1984,David Peleg,"Professor of Computer Science,  Weizmann Institute None","Distributed Computing,Communication Network Algorithms,Approximation Algorithms",467
