citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
1151,1103,Verified email at inceptioniai.org - ,15,15,19,19,2019,2012,Mengyang Yu,Inception Institute of Artificial Intelligence Homepage None,"Computer Vision,Machine Learning,Information Retrieval",32
1158,421,Verified email at de.bosch.com,17,11,31,12,2019,1970,Stefan Kurz,"Bosch Center for Artificial Intelligence & Centre for Computational Engineering, TU Darmstadt Mathematical modelling of electromagnetic fields None",Mathematical modelling of electromagnetic fields,123
1170,623,Verified email at uwe.ac.uk - ,15,12,25,14,2019,1990,Jun Hong,"Professor in Artificial Intelligence,  University of the West of England, Bristol , UK","Artificial Intelligence,Data Science,Autonomous Systems,Social Network Analysis",99
1180,675,Verified email at nasa.gov,19,16,30,26,2019,2005,Walter Vinci,"Quantum Artificial Intelligence Laboratory,  NASA None","Quantum Computation,Machine Learning",56
1196,1041,Verified email at uvt.nl - ,13,12,13,13,2018,2010,Marijn van Wingerden,"Assistant Professor, Cognitive Science and Artificial Intelligence Homepage None","social neuroscience,computational psychiatry,decision making,electrophysiology",23
1218,763,Verified email at uniovi.es - ,21,14,36,24,2019,1998,Juan José del Coz,Artificial Intelligent Center -  University of Oviedo None,Machine Learning,116
1226,963,Verified email at eng.ui.ac.ir,19,17,34,28,2019,1990,Ahmad R. Naghsh-Nilchi,"Professor of Artificial Intelligence, Faculty of Computer Eng.,  University of Isfahan None","Deep Learning,Medical Signal and Image Processing,Social Net. Analysis,IoT",85
1228,939,Verified email at ecs.soton.ac.uk - ,20,17,27,21,2019,2006,Sebastian Stein,"Associate Professor of Artificial Intelligence,  University of Southampton None","Artificial Intelligence,Multi-Agent Systems,Mechanism Design,Smart Mobility,Crowdsourcing",87
1242,968,Verified email at unige.it,21,17,39,31,2019,2003,Fulvio Mastrogiovanni,", Teseo, Italian Association for Artificial Intelligence, Digital Tree AI, HIRO University of Genoa None","Artificial Intelligence,Robotics",183
1249,1076,Verified email at kcl.ac.uk - ,19,17,28,26,2019,2005,Daniele Magazzeni,"Reader in Artificial Intelligence,  King's College London None","Artificial Intelligence,Human-AI Teaming,XAI,Robotics,Planning",121
1278,836,Verified email at utbm.fr - ,18,14,28,23,2019,2005,Nicolas Gaud,"CIAD -- UBFC --  UTBM , Knowledge and Distributed Artificial Intelligence","Multi-Agent Systems,Software Engineering,Artificial intelligence,Simulation in virtual environment",73
1304,908,Verified email at cs.uni-kl.de,20,16,32,25,2019,2004,Gabriele Bleser, / German Research Center for Artificial Intelligence Technische Universität Kaiserslautern None,"inertial motion capture,motion analysis,mobile health,biomechanics,human-computer-interaction",78
1286,871,Verified email at inf.u-szeged.hu,19,15,42,27,2019,1995,Laszlo Toth,Research Group on Artificial Intelligence Speech Recognition None,"Speech Recognition,Machine Learning,Signal Processing",125
1310,1234,Verified email at linkedin.com - ,11,11,11,11,2017,2012,David Christle,LinkedIn Artificial Intelligence/University of Chicago Homepage None,"machine learning,quantum information,bayesian statistics",13
1311,275,Verified email at dfki.de - ,16,11,29,12,2019,1996,Heiko Maus,"Head of Topic Area Knowledge Work,  DFKI GmbH  (German Research Center for Artificial Intelligence)","Knowledge Work,Personal Information Management,Semantic Desktop,Knowledge Management,Office",86
1318,918,Verified email at upf.edu - ,19,17,24,23,2019,2006,Vicenç Gómez,"Artificial Intelligence and Machine Learning research group,  Universitat Pompeu Fabra None","Machine Learning,Artificial Intelligence,Optimal Control,Complex Networks",55
1330,1135,Verified email at de.bosch.com - ,18,15,28,22,2019,2005,Jan Hendrik Metzen,Bosch Center for Artificial Intelligence Homepage None,"Machine Learning,Deep Learning,Reinforcement Learning,Bayesian Optimization,Brain-Computer Interfacing",58
1336,1290,Verified email at inceptioniai.org,15,15,23,23,2019,2003,Fan Zhu 朱凡,Inception Institute of Artificial Intelligence Computer Vision None,"Computer Vision,Artificial Intelligence",62
1340,480,Verified email at um.es - ,20,9,32,9,2019,1994,FERNANDO JIMENEZ,"Associate Professor of Computer Science and Artificial Intelligence,  University of Murcia  (Spain)","Evolutionary Algorithms,Multi-objective Optimization,Machine Learning,Feature Selection,Fuzzy Systems",84
1341,1306,Verified email at csail.mit.edu - ,16,16,18,18,2019,2009,Robin Deits,"Graduate Student, Computer Science and Artificial Intelligence Laboratory,  MIT None","Robotics,Controls,Language,Artificial Intelligence,Manipulation",33
1342,469,Verified email at dia.uned.es - ,18,11,27,12,2019,1999,Elena Gaudioso,Artificial Intelligence Department.  Universidad Nacional de Educación a distancia None,"artificial Intelligence,reinforcement learning,recommender systems,data analysis",64
1391,1140,Verified email at dia.uned.es,16,13,22,17,2019,1994,Luis M. Sarro,"Artificial Intelligence Dpt.,  Universidad Nacional de Educación a Distancia , UNED","Artificial Intelligence,Astrophysics,Astronomy,Probabilistic Inference,Bayesian methods",167
1365,706,Verified email at minsait.com - ,17,13,39,20,2019,1947,Elena Gonzalez-Blanco García,"Head of Artificial Intelligence Product Development at Minsait, Indra Homepage None","humanidades digitales,literatura española,poesía medieval,literatura romance",382
1407,561,Verified email at allenai.org,13,10,14,10,2019,1803,Oyvind Tafjord,Allen Institute of Artificial Intelligence (AI2) None None,,26
1419,605,Verified email at dsic.upv.es,16,13,31,16,2018,1996,C. Monserrat,"Research Institute for Artificial Intelligence (VRAIN),  Universitat Politècnica de València None",,99
1420,1031,Verified email at ucl.ac.uk - ,19,13,27,22,2019,1999,Kaśka Porayska-Pomsta,"Professor of Artificial Intelligence in Education, UCL Knowledge Lab, UCL Institute of Education Homepage None","Artificial Intelligence,Communication,Learning,Social Inclusion,Ethics of AI in Education",85
1421,844,Verified email at sheffield.ac.uk - ,12,9,17,8,2019,1991,Johann Petrak,"Austrian Research Institute for Artificial Intelligence (OFAI) and Uni Sheffield, NLP group, GATE Homepage None","Natural Language Processing,Information Extraction,Machine Learning,Ontologies,Semantic Search",58
1431,726,Verified email at dsic.upv.es - ,20,13,40,21,2019,1989,Ana Garcia-Fornes,VRAIN Valencian Research Institute for Artificial Intelligence.  Universitat Politècnica de València None,"Multiagent systems,agreement technologies,real-time scheduling",155
1433,1035,Verified email at mdh.se - ,16,13,31,23,2020,1983,Mobyen Uddin Ahmed,Associate Professor in Artificial Intelligence/Computer Science at  Mälardalen University  (MDH),"Artificial Intelligence,Decision support system,Experience sharing,Datamining and Knowledge discovery",140
1436,1305,Verified email at hust.edu.cn - ,17,17,24,23,2019,2009,Zhi-Wei Liu,"School of Artificial Intelligence and Automation,  Huazhong University of Science and Technology None",,101
1478,1209,Verified email at de.bosch.com - ,18,16,26,25,2019,2005,Jannik Strötgen,"Bosch Center for Artificial Intelligence, Germany Homepage None","NLP,Text Mining,Information Extraction,Information Retrieval",80
1505,571,Verified email at decsai.ugr.es,16,13,23,14,2019,1994,Raul Perez,"Professor of Cumputer Science and Artificial Intelligence,  Universidad de Granada None","Artificial Intelligence,Fuzzy Logic,Genetic Algorithms,Machine Learning",74
1509,1131,No verified email - ,13,13,16,16,2019,1999,Naiyang Guan (管乃洋),"Artificial Intelligence Research Center, National Innovation Institute of Defense Technology Homepage None","Machine Intelligence,Machine Learning,Machine Vision",72
1517,1512,Verified email at alumni.cmu.edu,8,7,7,7,2019,2009,Anuroop Sriram,Facebook Artificial Intelligence Research Machine Learning None,"Machine Learning,Artificial Intelligence,Speech Recognition,Computer Vision",18
1519,1034,Verified email at dmu.ac.uk - ,19,15,45,26,2019,1998,Aladdin Ayesh,"Professor of Artificial Intelligence,  De Montfort University , UK","Artificial Intelligence (AI),Affective Computing,Cognitive Systems,Cyber-Physical Systems,Natural Language Processing (NLP)",173
1522,1396,Verified email at vectorinstitute.ai - ,17,16,24,18,2019,2003,Juan Carrasquilla,Vector Institute for Artificial Intelligence. Canada CIFAR AI chair Homepage None,"Theoretical condensed matter physics,quantum computing,machine learning",54
1569,1436,Verified email at ofai.at,21,21,27,26,2019,2010,Sebastian Böck, (OFAI) Austrian Research Institute for Artificial Intelligence None,"Music Information Retrieval,Deep Learning,Audio Signal Processing",51
1570,710,Verified email at illumina.com - ,8,6,8,6,2018,2001,Petko (Pete) Fiziev,Illumina Artificial Intelligence Lab Homepage None,Bioinformatics,15
1573,986,Verified email at sangminoh.org - ,17,12,23,15,2017,2004,Sangmin Oh,"Software, Artificial Intelligence, Robotics Homepage None","computer vision,machine learning,robotics",43
1582,1058,Verified email at binus.edu - ,20,17,32,28,2019,10,"Prof. Dr. Ir. Widodo Budiharto, S.Si., M.Kom., IPM.",Professor of Artificial Intelligence at Bina Nusantara University -Jakarta Homepage None,"Robot vision,computer vision,deep learning,Artificial intelligence and drone.",154
1591,1325,Verified email at cs.toronto.edu - ,23,20,43,39,2019,2002,Frank Rudzicz,", Department of Computer Science; Vector Institute for Artificial Intelligence University of Toronto None",,174
1601,1392,Verified email at zju.edu.cn,20,17,38,28,2019,2003,Jun XIAO,"Institute of Artificial Intelligence,  Zhejiang University  ","Computer Animation,Digital Entertainment,Multimedia Analysis",107
1641,994,Verified email at brookes.ac.uk - ,19,15,41,23,2019,1997,Fabio Cuzzolin,"Professor of Artificial Intelligence,  Oxford Brookes University None","Artificial Intelligence,Imprecise Probabilities,Belief Functions,Computer Vision,Machine Learning",160
1647,212,Verified email at depaul.edu - ,14,5,19,3,2019,1992,Clark Elliott,"Associate Professor of Artificial Intelligence and Cognitive Science,  DePaul University None","Artificial Intelligence,Cognitive Science,Neuroscience",36
1648,1239,Verified email at inceptioniai.org - ,19,16,31,23,2019,1988,"Boulbaba Ben Amor, Professor, Senior Scientist.",Inception Institute of Artificial Intelligence (IIAI) Homepage None,"Computer vision,Pattern Recognition,Biometrics recognition,Affective Computing,shape analysis.",103
1664,406,Verified email at dsic.upv.es - ,27,11,55,16,2019,192,Maria Alpuente,"Professor of Computer Science, Valencian Research Institute for Artificial Intelligence ( UPV )","Formal Methods,Symbolic Reasoning,Multi-Paradigm Programming,Program Synthesis and Transformation,Analysis and Verification",185
1711,1073,Verified email at cs.vu.nl,19,15,53,28,2019,2002,Mark Hoogendoorn,"Associate Professor of Artificial Intelligence,  VU University Amsterdam None","Artificial Intelligence,Computational Intelligence,Data Science,eHealth,mHealth.",217
1770,1735,Verified email at fb.com - ,15,15,21,21,2019,2009,Alex Peysakhovich,"Research Scientist, Facebook Artificial Intelligence Research Homepage None","game theory,machine learning,casual inference,behavioral economics,cooperation",59
1785,242,Verified email at dfki.de,22,6,43,3,2017,1986,Dieter Hutter,Verified email at dfki.de German Research Center for Artificial Intelligence None,"Formal Methods,Security,Change Management,Deduction",145
2,2,Verified email at lancaster.ac.uk,1,1,0,0,2019,2019,Dominic Potts,"PhD Human-Computer Interaction,  Lancaster University None","Interactive Systems,Mixed Reality,Tangible Interaction",2
2,2,Verified email at uni-konstanz.de - ,1,1,0,0,2019,2016,Jonathan Wieland,"Human-Computer Interaction Group,  University of Konstanz None","HCI,AR,VR,Collaboration",8
2,2,No verified email,1,1,0,0,2017,2016,Yury Didevich,"Researcher, Human Computer Interaction Group, School of Digital Technologies, Tallinn University neurotheatre None","neurotheatre,neurocinema,affective computing,brain-neural computer interaction",2
2,2,Verified email at cmu.edu - ,1,1,0,0,2015,2015,Joselyn McDonald,"Ph.D Student Human Computer Interaction Institute,  Carnegie Mellon University None","Design,Research,Humor,Play,Computer Human Interaction",1
3,3,Verified email at andrew.cmu.edu,1,1,0,0,2019,2019,Junhan Kong,"School of Computer Science, Human-Computer Interaction Institute,  Carnegie Mellon University None","human-computer interaction,accessibility",2
3,3,Verified email at ucl.ac.uk - ,1,1,0,0,2016,2015,Gustavo Soto Miño,"MSc Human Computer Interaction,  University College of London None","User experience,usability",2
4,4,No verified email,1,1,0,0,2014,2007,Chris Menezes,"MSc. of Computer Science, Human-Computer Interaction, University of Guelph Human-Computer Interaction None","Human-Computer Interaction,Usability,User Experience,Interaction Design,Analytics",4
1867,897,Verified email at upv.es - ,23,15,48,28,2020,1997,Santiago Escobar,VRAIN Valencian Research Institute for Artificial Intelligence.  Universitat Politècnica de València None,"cryptographic protocols,formal methods,programming languages",145
1876,926,Verified email at mdh.se,21,16,50,30,2018,1993,Peter Funk,"Professor of Computer Science, Artificial Intelligence,  Mälardalen University None","Artificial Intelligence,decision support system,machine learning,case-based reasoning",159
1876,718,Verified email at dfki.de - ,25,12,50,16,2019,1996,Ivana Kruijff-Korbayova,"Senior researcher, German Center for Artificial Intelligence ( DFKI ), Saarbruecken","human-robot interaction,dialogue systems,computational linguistics,artificial intelligence",157
1921,1844,Verified email at ofai.at - ,16,16,25,23,2019,2008,Jan Schlüter, (OFAI) Austrian Research Institute for Artificial Intelligence None,"Deep Learning,Audio Processing,Music Information Retrieval,Machine Listening",42
1939,694,Verified email at rug.nl,23,14,35,20,2019,1981,Sietse Van Netten,Artificial Intelligence University of Groningen Biophysics None,"Biophysics,Lateral line,Mechanoreception,hair cells",64
1932,1708,Verified email at umk.edu.my - ,24,22,52,45,2019,1975,Professor Dr. Mohd Saberi Mohamad (Director),Institute For Artificial Intelligence and Big Data (AIBIG) Homepage None,"Artificial Intelligence,Big Data,Bioinformatics,Industrial Revolution 4.0",283
1947,1007,Verified email at decsai.ugr.es,22,18,34,24,2019,1985,Coral del Val,Associate Professor of Computer Science and Artificial Intelligence Bioinformatics None,"Bioinformatics,Intelligent Systems,Artificial Intelligence",79
1959,1036,Verified email at rug.nl - ,25,16,59,37,2019,2004,Davide Grossi,"Bernoulli Institute for Mathematics, Computer Science and Artificial Intelligence Homepage None","Artificial Intelligence,Multi-Agent Systems,Logic,Game & Social Choice Theory,Argumentation",139
2025,1235,Verified email at cs.tsukuba.ac.jp - ,21,18,47,27,2019,1965,Tetsuya Sakurai,"Director of Center for Artificial Intelligence Research, Professor,  University of Tsukuba None","Eigenvalue Problems,Dimensionality Reduction,Deep Learning,Machine Learning,High Performance Computing",192
1996,1344,Verified email at ukm.edu.my,20,15,63,40,2020,1970,Abdul Razak Hamdan,"Emeritus Professor of Artificial Intelligence. CAIT, FTSM,  Universiti Kebangsaan Malaysia None","Artificial Intelligence,Data Mining,Strategic Information and Planning,Business Analytic & Inteligence,Data Science",332
5,5,Verified email at rohles.net - ,1,1,0,0,2013,2013,Björn Rohles,"Ph.D. candidate in human computer interaction, University of Luxembourg Homepage None","human computer interaction,user experience,digital media,design,internet",1
5,5,Verified email at cs.cmu.edu - ,1,1,0,0,2014,2014,Priyamvada Tiwari,"Masters in Human-Computer Interaction, Carnegie Mellon Uniersity Homepage None","Human-Computer Interaction,Machine Learning,Virtual Reality",1
8,5,Verified email at tuwien.ac.at - ,1,1,0,0,2018,2014,Glenda Hannibal,", Human-Computer Interaction (HCI) group TU Wien None","Social Robotics,Human-Robot Interaction,Philosophy,Methodology,Trust",6
8,8,Verified email at w-hs.de - ,2,2,0,0,2019,2015,Max Pascher,"Human-Computer Interaction Group at Westphalian University of Applied Sciences, Gelsenkirchen Homepage None","Human-Robot Interaction,Distributed Information Systems,Internet of Things,Artificial Intelligence",10
11,11,Verified email at gatech.edu - ,2,2,0,0,2016,2013,Vikas Luthra,"Master's In Human Computer Interaction,  Georgia Tech None","Accessibility,HCI,Learning and Instructional Technologies,Design Research,Interaction Design",7
12,12,Verified email at kth.se,2,2,0,0,2015,2012,Tommy Feldt,"Master of science in Human-Computer Interaction,  Royal Institute of Technology, Stockholm None","Human-Computer Interaction,Interaction Design,CSCW,Technology-enhanced Learning",8
14,14,Verified email at duke.edu - ,1,1,1,1,2018,2017,Zekun Cao,"PhD student of Human Computer Interaction, VR & AR,  Duke University None","VR,AR,HCI,UI",2
14,11,Verified email at godby.org - ,2,2,0,0,2016,2006,Kevin M. Godby,"PhD Candidate, Human–Computer Interaction, Iowa State University Homepage None","Human-Computer Interaction,Cognitive Psychology,Usability,Virtual Reality",9
16,16,Verified email at umd.edu,2,2,0,0,2019,2016,Biswaksen Patnaik,"Human-Computer Interaction Lab,  University of Maryland College Park None","human-computer interaction,multimodal interaction,data physicalization,ubiquitous computing",6
16,12,Verified email at zuj.edu.jo,3,2,0,0,2018,2007,Fuad EL-Qirem,"Professor in Human Computer Interaction,  AL-Zaytoonah University of Jordan None","Human Computer Interaction,User interface design,Multimedia application",8
2037,1262,Verified email at astrazeneca.com,22,19,26,23,2019,1996,Andrey Tovchigrechko,"Principal Informatics Scientist, Data Science and Artificial Intelligence,  AstraZeneca None","Bioinformatics,Multiomics,Microbiome,Macromolecular Modeling",56
2041,780,Verified email at dia.uned.es - ,22,14,33,21,2018,1989,Francisco Javier Díez,"Professor of Artificial Intelligence,  Universidad Nacional de Educación a Distancia  (UNED)","Artificial intelligence,Medical decision making",80
2075,2074,Verified email at allenai.org - ,5,5,3,3,2019,2016,Mark Neumann,Allen Institute for Artificial Intelligence Homepage None,"Natural Language Processing,Representation Learning",11
2077,1820,Verified email at de.bosch.com - ,26,25,63,57,2019,2006,Evgeny Kharlamov,Bosch Center for Artificial Intelligence Homepage None,"AI,Knowledge Modelling,Knowledge Leaning,Knowledge Integration,Knowledge Analyses",181
2084,790,Verified email at wadhwaniai.org,22,12,31,16,2017,1994,Alpan Raval,Wadhwani Institute for Artificial Intelligence None None,,60
2102,1511,Verified email at ijs.si - ,24,20,56,45,2019,2002,Mitja Luštrek,"Artificial intelligence researcher,  Jožef Stefan Institute None","artificial intelligence,ambient intelligence,bioinformatics,game playing",216
2104,680,Verified email at liacs.leidenuniv.nl - ,22,14,40,24,2019,1988,Aske Plaat,"Artificial Intelligence,  Leiden University None","Artificial Intelligence,Reinforcement Learning",127
2157,2131,Verified email at ieee.org - ,25,24,38,37,2020,2009,Huazhu Fu,"Inception Institute of Artificial Intelligence (IIAI), Abu Dhabi, UAE Homepage None","computer vision,image processing,medical image analysis",91
2170,1584,Verified email at inf.u-szeged.hu,22,19,41,36,2019,2004,Veronika Vincze,"Hungarian Academy of Sciences, Research Group on Artificial Intelligence natural language processing None",natural language processing,160
2176,1815,Verified email at xidian.edu.cn - ,26,24,54,42,2019,2007,Leida Li (李雷达),"School of Artificial Intelligence,  Xidian University , China","Visual quality evaluation,Affective computing,Multimedia security,Machine learning",178
16,15,Verified email at sbg.ac.at - ,2,2,0,0,2018,2015,Thomas Grah,"Research fellow, Center for Human-Computer Interaction,  University of Salzburg None","Sensory Augmentation,Haptic Interfaces,Shape-changing interfaces,HMI",6
18,18,Verified email at usask.ca,1,1,1,1,2016,2016,Christianne Rooke,"Human Computer Interaction Lab,  University of Saskatchewan None","Approach Motivation,Cognitive Neuroscience,Human Computer Interaction",1
19,19,Verified email at illinois.edu - ,1,1,1,1,2017,2017,Smit Desai,"Graduate Student of Human Computer Interaction,  University of Illinois, Urbana-Champaign None","Human Computer Interaction,Usability,Computer Vision,CSCW,UX",7
19,10,Verified email at telecom-bretagne.eu - ,2,2,0,0,2012,2010,Thomas Villaren,"Human-Computer Interaction Engineer,  Telecom Bretagne None","Situation Awareness,Task Modelling,Interfaces,Task Transitions",4
20,20,Verified email at vt.edu,3,3,0,0,2016,2013,Yao Wang,"PhD of Human Computer Interaction,  Virginia Tech None","Human Computer Interaction,Mobile Computing,Prospective Remembering,Location-based Reminder",6
22,22,Verified email at umd.edu,2,2,1,1,2018,2017,Alazandra Shorter,"Human-Computer Interaction Lab,  University of Maryland None",,3
24,24,Verified email at port.ac.uk,3,3,0,0,2019,2014,Alaa Alkhafaji,Ph.D. in Mobile human-computer interaction Mobile Human Computer Interaction (HCI) None,"Mobile Human Computer Interaction (HCI),Mobile learning (m-learning),wearable computing,augmented reality (AR),mobile design",9
25,25,Verified email at iu.edu - ,3,3,1,1,2019,2015,Milka Trajkova,"PhD candidate, Human-Computer Interaction, School of Informatics and Computing,  Indiana University None","Human-Computer Interaction,Dance Technology,Dance Education,Remote Learning,Feedback",6
27,27,Verified email at u.nus.edu,2,2,1,1,2018,2015,Debjyoti Ghosh,"Ph.D. Research Scholar in Human Computer Interaction, School of Computing,  National University  of","Voice User Interaction,Human Computer Interaction,Machine Learning",6
29,29,Verified email at asu.edu,4,4,0,0,2019,1999,Piyum Fernando,"PhD Student in Human Computer Interaction,  Arizona State University None","Human Centered Design,Citizen Science,DIY movement,Open Science,Civic Participation",16
2223,1275,Verified email at dfki.de,23,18,34,26,2019,1983,Christian Müller,"Principal Investigator, Research Fellow,  German Research Center for Artificial Intelligence None","Artificial Intelligence,Autonomous Driving",118
2229,1363,Verified email at exeter.ac.uk - ,23,17,41,30,2019,1997,Ed Keedwell,"Professor of Artificial Intelligence,  University of Exeter , UK","nature-inspired computing,evolutionary computation,hyper-heuristics,bioinformatics,hydroinformatics",176
2253,2131,Verified email at de.bosch.com - ,23,22,33,30,2019,2000,Michael Pfeiffer,Bosch Center for Artificial Intelligence Homepage None,"Machine Learning,Computational Neuroscience,Neuromorphic Engineering,Deep Learning",70
2278,168,Verified email at it-chiba.ac.jp - ,21,9,33,7,2019,1978,Akikazu Takeuchi,"Software Technology and Artificial Intelligence Research Laboratory,  Chiba Institute of Technology None","Neural networks,Artificial Intelligence,Machine Learning,Programming Languages",63
2278,1904,Verified email at fel.cvut.cz - ,25,22,56,49,2019,2004,Jan Faigl,"Artificial Intelligence Center, Czech Technical University in Prage, Czechia Homepage None","mobile robotics,artificial intelligence",148
2292,918,Verified email at uk.ey.com - ,20,11,32,13,2018,1925,Russell W Anderson,Director of Artificial Intelligence Homepage None,"Pattern Recognition,Predictive Modeling,Bioengineering",68
2307,1466,Verified email at idsia.ch - ,21,16,28,23,2019,2004,Matteo Salani, - Dalle Molle Institute For Artificial Intelligence IDSIA None,"Operations Research,Combinatorial Optimization,Transportation",121
2338,1220,Verified email at horizon.ai,22,18,46,34,2020,1989,Bailing Zhang,Institute of Advanced Artificial Intelligence in Nanjing computer vision None,"computer vision,deep learning,artificial intelligence",163
2370,1563,Verified email at unina.it,23,20,50,40,2020,1996,Giovanni Acampora,"Associate Professor in Artificial Intelligence,  University of Naples Federico II None","Computational Intelligence,Artificial Intelligence,Computer Science",185
2378,1859,Verified email at allenai.org - ,11,11,14,13,2019,2005,Aniruddha Kembhavi,"Senior Research Scientist, Allen Institute of Artificial Intelligence Homepage None","Computer Vision,Machine Learning",27
30,30,Verified email at corifaklaris.com - ,3,3,2,2,2019,1994,Cori Faklaris,"Human-Computer Interaction Institute, School of Computer Science, Carnegie Mellon University Homepage None","Usable privacy and security,legal informatics,collaborative and social computing,human-computer interaction,UX research",21
31,29,Verified email at indiana.edu,1,1,1,1,2017,2011,Haodan Tan,"PhD student in Human Computer Interaction, School of informatics,  Indiana University Bloomington None","HCI,Interaction design,HRI,anthropomorphism,psychology",4
32,32,Verified email at cmu.edu,3,3,2,2,2019,2017,Nikki G. Lobczowski,"Postdoctoral Fellow, Human-Computer Interaction Institute,  Carnegie Mellon University None","Social Regulation,Emotions,Metacognition,Motivation",5
35,35,Verified email at diee.unica.it,4,4,0,0,2019,2016,Alessandro Carcangiu,"PhD student in Human Computer Interaction,  Unica None",HCI,16
36,36,Verified email at carleton.ca,2,2,1,1,2016,2015,farshad daliri,"Master of Human-Computer Interaction,  Carleton University None","Flexible Displays,Human-Computer Interaction",3
