citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
13,13,Verified email at usim.edu.my,2,2,0,0,2019,2007,Fauziah Abdul Wahid,"Lecturer of Information Security & Assurance,  Universiti Sains Islam Malaysia None",Information Retrieval,15
14,13,Verified email at regis.edu - ,2,2,0,0,2019,1978,Daniel M Likarish,"Board of Directors, Colloquium for Information Systems Security Education Homepage None","computer security education,cybersecurity",17
14,14,Verified email at korea.ac.kr - ,1,1,1,1,2015,2015,EunChong Lee,"M.S., CENTER FOR INFORMATION SECURITY TECHNOLOGIES,  Korea University None","Security,Cyber-Security,Air-Gap,Covert-Channels",1
14,14,Verified email at goigi.com - ,3,3,0,0,2016,2015,Gaurav kumar,"Reseacher & Software Engineer in Information Security, Watermarking, Java, JavaScript, Node.js Homepage None","Information Security,Watermarking,C,Java,JavaScript Nodejs Angular Reactjs & Php",5
14,14,Verified email at vgtu.lt,2,2,0,0,2019,2013,Justinas Janulevicius,"Researcher of Information Security,  Vilnius Gediminas Technical University None","Information Security,Risk Analysis,Enterprise Architecture",18
14,2,Verified email at i.dea.is - ,2,1,1,0,2007,1909,Luchesar V. Iliev,"Researcher in Network Engineering & Security, IDEAconsult Ltd. Homepage None","Network Engineering,Network Security,Information Security",4
15,15,Verified email at iiita.ac.in,2,2,0,0,2019,2013,Dr. Sourabh Prakash,Assistant Professor (Cryptography and Information Security) Cryptography None,"Cryptography,Privacy Preserving,Cloud Computing,information Security,Digital Foresnsics",9
15,15,Verified email at cispa.saarland,2,2,1,1,2019,2017,Marius Steffens,CISPA Helmholtz Center for Information Security Web Security None,Web Security,3
15,12,Verified email at gatech.edu - ,3,2,0,0,2016,2008,Joel Hewett,Homeland Defense & Security Information Analysis Center (DoD) Homepage None,"Energy & Environment,Technology Forecasting,Defense,History of Technology,Deepwater Oil & Gas",4
16,16,No verified email,2,2,0,0,2016,2015,Marwan M. M. Ammous,Information Security Lecturer Computer Science None,"Computer Science,Information Security,IoT",3
16,16,Verified email at modares.ac.ir,3,3,0,0,2019,2015,Fariba Ghaffari,"Master of Information Security,  Tarbiat Modares University None","Cyber Security,Blockchain,Cloud Computing(security),Malware detection,Machine learning",8
16,7,Verified email at irt.opu.ua,3,2,0,0,2014,2009,Iakovenko Oleksandr,"Senior Lecturer on Information Security, Odessa National Polytechnic University Cryptology None","Cryptology,Digital Watermarking,Signal Processing,Machine Learning",10
16,7,Verified email at basicint.org,2,2,1,0,2013,2011,Edmond E. Seay III,"Policy Consultant, British American Security Information Council (BASIC) Nuclear Disarmament None","Nuclear Disarmament,Arms Control,Disarmament,Nonproliferation",5
17,17,Verified email at icdst.org,3,3,0,0,2016,2014,Morteza Husainy Yar,cando network security institute Artificial intelligence None,"Artificial intelligence,Neural Networks,Telecommunication networks",3
18,9,Verified email at adpoly.ac.ae - ,3,2,0,0,2014,2007,Mohamed Mousa Al-Zawi,Abu Dhabi Polytechnic - Information Security Lecturer; PhD of Autonomic Computing Homepage None,"autonomic computing,self-healing systems,Artificial Neural Networks,Big Data,IoT",4
18,13,Verified email at mails.tsinghua.edu.cn,2,1,1,1,2018,2010,Mohammad Hashem Haghighat,"PhD Student of Network Security,  Tsinghua University None","Network Security,e-voting",6
18,18,Verified email at graduate.utm.my,3,3,0,0,2017,2013,Juliet Gaithuru,"PhD in Computer Science (Information Security),  Universiti Teknologi Malaysia None","Information security,Cryptography,AES algorithm,NTRU,Post-quantum cryptography",10
19,14,Verified email at yu.edu.jo - ,3,3,1,0,2019,2010,Malek Barhoush,Computer & Network Security Homepage None,"Computer Security,Computer networks,Cloud Computing,Signal Processing,Natural Language Processingt",11
20,8,No verified email,2,1,1,0,2007,2004,Lorenzo Caponi,ICT Network & Security Consultant ICT Network and Security None,ICT Network and Security,2
20,19,Verified email at greenwich.ac.uk,3,3,0,0,2018,2013,Luc Tidy,"PhD Student in Internet Security and Network Simulation,  University of Greenwich None","Internet Security,Simulation,Modelling",6
21,12,Verified email at ajmanpolice.gov.ae - ,2,2,1,0,2017,2007,Rami ِElsayed,"Chief Information Security Officer, AjmanPolice Homepage None","Safe City,IoT,Artificial Inelegance,Data Science",5
22,22,Verified email at coeng.uobaghdad.edu.iq,2,2,1,1,2019,2013,Alaa Mohammed Abdulhadi,Computer networking and security None None,,9
23,23,Verified email at cispa.saarland - ,2,2,1,1,2019,2017,Björn Mathis,PhD Student at CISPA Helmholtz Center for Information Security Homepage None,"Software Engineering,Automatic Test Generation",5
23,23,Verified email at live.rhul.ac.uk,4,4,0,0,2018,2015,Naomi Farley,"PhD Student of Information Security,  Royal Holloway University of London None","Information Security,Cyber Security,Cryptography,Access Control",6
25,25,Verified email at qu.edu.sa,4,4,0,0,2017,2014,Bader Alwasel,Assistance professor in Information Security Cyber-Physical Systems Security None,"Cyber-Physical Systems Security,Network & Distributed System Security,Control Systems,Graph Theory and Models for Critical In",5
27,27,Verified email at uni-saarland.de - ,3,3,1,1,2019,2017,Patrick Speicher,PhD Student at CISPA − Helmholtz Center for Information Security &   Saarland University None,"Artificial Intelligence/Planning,Security/Pentesting",6
27,26,No verified email,4,4,0,0,2017,1996,Oloruntoyin Sefiu Taiwo,"Network Security Engineer, Cisco Networking Academy Artificial Intelligence None","Artificial Intelligence,Mobile Computing,E-Health & Biometric",17
27,23,Verified email at kpi.ua,3,2,0,0,2018,2011,Oleksii Baranovskyi,"NTUU ""KPI"", Department of Information Security, Associate Professor Information flows None","Information flows,information security,cybersecurity",14
28,23,Verified email at terasq.com - ,3,2,1,1,2019,2004,Ryan O'Grady,TERASQ Information Security Homepage None,"Artificial Intelligence,Cyber Security,Adaptive Training",8
28,28,Verified email at ahmadsharifi.com - ,3,3,2,2,2016,2012,Ahmad Sharifi,M.Tech of Computer Networks and Information Security. Jawaharlal Nehru Technical University Homepage None,"computer networks,Information Security",10
29,29,Verified email at strath.ac.uk - ,3,3,1,1,2019,2016,Samar Muslah Albladi,"PhD student in Information Security,  Strathclyde University None","Information Security,Social Networks Security,User behaviour,Online Privacy",7
30,29,Verified email at ntnu.no - ,4,4,1,1,2019,2014,Ankur Shukla,"Post Doctoral Researcher, Dept of Information Security and Communication Tech,  NTNU , Norway",Software Reliability,13
31,4,Verified email at kpi.ua - ,4,1,0,0,2018,1988,Volodymyr Lucenko / Владимир Луценко / Володимир Луценко,"Associate Professor, Faculty of Information Security, The Institute of Physics and Technology Homepage None",Information Security,44
31,31,Verified email at uom.edu.gr - ,1,1,1,1,2019,2015,Stavros Salonikias,"Information Security Research Group,  University of Macedonia None","Network Security,Access Control",3
32,32,Verified email at konkuk.ac.kr,3,3,1,1,2018,2014,Shang-Nan Yin,"PhD student of Algorithm & Information Security,  Konkuk University None",,6
32,17,Verified email at just.edu.jo,3,3,1,0,2014,2008,Baha' Alsaify,"Assistant Professor, Department of Network Engineering and Security, Jordan University of Science Wireless Sensor Networks None","Wireless Sensor Networks,Vehicular Networks,Computer Security,Computer Networks,Radio Frequency Identification RFID",7
33,33,Verified email at seemoo.tu-darmstadt.de - ,3,3,2,2,2019,2014,Mikhail Fomichev,"Secure Mobile Networking Lab,  TU Darmstadt None","IoT security,context-based security,pairing,authentication",6
33,29,Verified email at icsl.com.au,4,4,0,0,2019,2009,Dr. Omaru Maruatona,Information Security Consultant Information Security strategy None,"Information Security strategy,governance and management,Machine Learning/Data Mining",11
35,35,Verified email at tdea.edu.co - ,2,2,2,2,2019,2014,Mauricio Amariles Camacho,Information security and computer science Homepage None,"Information security,software engineering,computer science,cybersecurity",14
1,1,Verified email at nrel.gov,1,1,0,0,2019,2018,Anuj Sanghvi,"Cybersecurity Research Engineer,  NREL None","ICS,Cyber-physical,cybersecurity,operational technology,DERs",2
1,1,Verified email at cs.ox.ac.uk - ,1,1,0,0,2018,2018,George Chalhoub,"Doctoral Researcher in Cyber Security,  University of Oxford None","cyber security,privacy,security,smart homes",2
1,1,Verified email at nu.edu.pk - ,1,1,0,0,2019,2019,Aizaz Sharif,"Research Associate, National Center for Cyber Security Homepage None","Deep Learning,Malware Analysis,Mobile Forensics",1
37,32,Verified email at ee.uad.ac.id - ,4,4,1,0,2019,2006,wahyu sapto aji,Lecturer of Control and Network Security Homepage None,"control,network security,IoT",14
37,35,Verified email at just.edu.jo - ,3,3,1,1,2016,2012,Raed Bani-Hani,"Associate Professor of Network Engineering and Security,  Jordan University of Science and Technology None","Network Security,Embedded Systems,IPv6,Key distribution",9
37,30,Verified email at plymouth.ac.uk - ,3,3,2,1,2019,2010,Saud Nejr Alotaibi,"Centre for Security, Communications and Network Research,  Plymouth University None","Authentication,Mobile security,Biometrics,Mobile Applications,Cyber Security",10
38,28,Verified email at zu.ac.ae,4,3,0,0,2018,1994,Hussein Fakhry,"Program Coordinator, Security & Networks Dept, DXB Decision Support None","Decision Support,Information Systems,System Dynamics,Network and Security Technologies",20
38,37,No verified email,4,4,2,1,2019,2012,Norbert Wiedermann,"Berater für IT Sicherheit, secunet Security Networks AG IT Security None","IT Security,PKI,Web & Application Security,Embedded Systems,Virtual IT Systems",12
38,38,Verified email at is.naist.jp,3,3,2,2,2019,2015,Jema David Ndibwile,Doctor of Engineering (Information Security) Ethical Hacking None,"Ethical Hacking,Network/Web security,Psychology of Cybersecurity",9
1,1,Verified email at student.utwente.nl,1,1,0,0,2017,2017,Calvin Hendriks,"Student Cyber Security,  University of Twente None",Network Security,1
1,1,Verified email at gatech.edu - ,1,1,0,0,2019,2018,Apurv Singh Gautam,"Cybersecurity,  Georgia Institute of Technology None","Threat Intelligence,Network Security",2
1,1,Verified email at studenti.uniroma1.it - ,1,1,0,0,2018,2018,Enrico Bassetti,MSc cybersecurity student Homepage None,"LoRaWAN,network,security,linux",1
1,1,Verified email at abertay.ac.uk,1,1,0,0,2016,2016,Ross Heenan,"Teaching Fellow of Cyber  Security,  Abertay University None","Ethical Hacking,Malware analysis,Intrusion Detection,IoT Security",2
1,1,Verified email at cybersecurity.my,1,1,0,0,2017,2016,Sharifuddin Sulaman,CyberSecurity Malaysia Information Security None,"Information Security,Information Management,Cyber Security",2
1,1,Verified email at my.bristol.ac.uk - ,1,1,0,0,2015,2015,Abhishek Mitra,"Graduate Student, Cyber Security,  University of Bristol None","Cyber Security,Computer Forensics,Social Forensics",1
1,1,Verified email at shyamlale.du.ac.in - ,1,1,0,0,2015,2014,Rajiv Ranjan Singh,PhD Scholar in Cyber Security at UoB UK and Asstt Prof at Shyam Lal College Eve Univ of Delhi India Homepage None,"Computer Security,Security Protocol Verification,Security and Privacy,e-Governance",2
2,2,Verified email at bssn.go.id - ,1,1,0,0,2019,2009,Kholif Faiz Ma'ruf,Expert Trainer of Training Center for National Cyber Security and Crypto Agency Homepage None,"cybersecurity,information security,information security management system",14
2,2,Verified email at uw.edu,1,1,0,0,2018,2012,Sunitha Mallasetty Shivamallaiah,Masters in Cybersecurity and Leadership Information Security None,Information Security,4
2,2,Verified email at nu.edu.pk,1,1,0,0,2019,2018,Asim Ikram,"Research Assistant, National Center for Cybersecurity Cybersecurity None","Cybersecurity,Cloud computing",2
39,33,Verified email at aast.edu - ,4,3,0,0,2019,2004,Hesham Elzouka,"Associate Professor of Network Security,  Arab Academy for Science ,Technology and Maritime Transport","Network Security,Computer Architecture,Cloud Computing,Wireless Networking,IoT and Smart Cities",28
39,39,Verified email at albany.edu - ,2,2,1,1,2019,2012,Lee A. Spitzley,"Assistant Professor of Information Security & Digital Forensics,  University at Albany , SUNY","behavioral security,financial fraud detection,design science,psychometrics",13
40,33,Verified email at eki.ba - ,4,4,0,0,2019,2005,Haris Hamidovic,Independent Researcher - Information Security Homepage None,Information Security,75
42,42,Verified email at mcs.edu.pk - ,4,4,0,0,2019,2014,Shahzaib Tahir,"Assistant Professor of Information Security,  NUST None","Cloud Security,Blockchain,IoT",19
42,20,Verified email at dcc.uchile.cl - ,1,1,1,1,2009,2008,Cristián Rojas,"Information Security Professor, DCC-CLCERT-UCH, DCC-PUC, FIC-UAI Homepage None","Information Security,Software Development,Software Security,Application Security",4
43,43,No verified email,3,3,1,1,2019,2018,Dahj Muwawa,"Telecoms Specialist, Data Scientist, Information Security Analyst. Telecommunications & IoT None","Telecommunications & IoT,Data Science,Information Security & Cryptography,Artificial Intelligence & Computer Vision,Cloud Computing",8
44,29,Verified email at swu.ac.kr - ,4,4,1,0,2014,2000,Yoonjeong Kim,"Associate Professor, Dept. Information Security, Seoul Women's Univ. Homepage None","Cryptography,System Security,Information Security",21
2,2,Verified email at cb.amrita.edu - ,1,1,0,0,2015,2015,Santhya R,TIFAC-CORE in Cyber Security Homepage None,"Android security,Information security and Risk Assessment,PenetrationTesting",7
2,2,Verified email at colorado.edu,1,1,0,0,2019,2019,Gyuhong Lee,Cybersecurity instructor at the Korea Army Academy at Yeongcheon Mobile Networks None,"Mobile Networks,Cybersecurity",2
2,1,Verified email at iie.ac.cn,1,1,0,0,2017,2011,陈昱,"School of Cyber Security, University of Chinese Academy of Sciences, China IoT security None","IoT security,Reverse Engineering,Embedded System,Deeplearning in Security",3
3,3,Verified email at utoledo.edu,1,1,0,0,2017,2016,Safia Rahmat,Cyber Security Data Analytics Expert Data Security None,"Data Security,Data Analysis,Machine Learning,Cyber Security",2
3,3,Verified email at csn.khai.edu,1,1,0,0,2019,2016,Aleksei Vambol,"PhD student, Department of Computer Systems, Networks and Cybersecurity, National Aerospace University – Kharkiv Aviation Institute Cryptography None","Cryptography,Mathematics,Computer Science",6
3,3,Verified email at surrey.ac.uk,1,1,0,0,2019,2018,Daniel Gardham,Post-Graduate Researcher at  Surrey Centre for Cyber Security None,"Cryptography,Provable Security,Privacy",2
3,3,Verified email at unb.ca - ,1,1,0,0,2019,2012,Alina Matyukhina,"Canadian Institute for Cybersecurity,  University of New Brunswick None","software security,obfuscation,machine learning,open source software",7
3,3,Verified email at iiitnr.edu.in,1,1,0,0,2019,2018,Sourav Kunal,"M.Tech in Cyber Security and Incident Response, Gujarat Forensic Sciences University Cyber Security None","Cyber Security,Machine Learning,Artificial Intelligence,Cloud Computing,Fog Computing",3
3,3,Verified email at student.ru.nl,1,1,0,0,2019,2016,Ivar Derksen,"Student Cyber Security,  Radboud University Nijmegen None",,2
3,3,Verified email at cybersecurity.ox.ac.uk - ,1,1,0,0,2019,2016,Valentin Weber,Verified email at cybersecurity.ox.ac.uk -  University of Oxford None,"cyber security,cyber strategy,internet censorship,grand strategy",6
