citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
2,2,Verified email at esat.kuleuven.be - ,1,1,0,0,2018,2018,Gorjan Radevski,PhD researcher in Machine Learning at  KU Leuven None,"deep learning,machine learning,natural language processing,computer vision,data mining",1
2,2,Verified email at sbu.ac.ir,1,1,0,0,2019,2018,mohammad bagher Shahgholian,"Ph.D student of Machine Intelligence and Robotics,  Shahid Beheshti University None","Robotics,Artificial Intelligence,Intelligent Traffic Systems,Urban Traffic Networks",2
2,2,Verified email at imagia.com,1,1,0,0,2019,2016,Liqiang Ding,"Machine Learning Researcher, Imagia Computer vision None","Computer vision,Medical Imaging",4
2,2,Verified email at mediadistillery.com,1,1,0,0,2017,2017,Ryan Amirkhan,"Machine Learning Expert, Media Distillery Deep Learning None","Deep Learning,Neural Networks,Data Mining,Computer Vision",1
2,2,Verified email at studenti.polito.it,1,1,0,0,2019,2017,Fabio Cermelli,"Student of Machine/Deep Learning, graduated at  Polytechnic University of Turin None","Machine Learning,Computer Engineering,Computer Vision,Robotics",4
2,2,Verified email at brunel.ac.uk - ,1,1,0,0,2019,2018,Mashael Al-Luhaybi,Researcher in Machine Learning Homepage None,"Machine Learning(ML),Artificial Intelligence (Al),Predictive Modeling,Sequential Clustering,Intelligent Data Analysis (IDA)",4
2,2,Verified email at tecnico.ulisboa.pt - ,1,1,0,0,2019,2018,Pedro Henrique Martins,"NLP and Machine Learning PhD student, Instituto de Telecomunicações,  University of Lisbon None","Natural Language Processing,Machine Learning",2
2,2,Verified email at am.ism.ac.in,1,1,0,0,2019,2018,Shubham Krishna,Machine Learning Grad Student at Univeristy of Tubingen Machine Learning None,"Machine Learning,Information Retrieval,Data Science,Statistics",4
2,2,Verified email at medic8health.com - ,1,1,0,0,2017,2017,Aiden Carey,Machine Learning Engineer Homepage None,"Machine learning,Signal processing,artificial intelligence",1
2,2,Verified email at neter.fi - ,1,1,0,0,2017,2008,Tero Keski-Valkama,"Machine learning researcher, software architect. Homepage None","deep learning,machine learning,flexible manufacturing systems,symbolic logs,uncorrelated process traces",3
2,2,Verified email at cs.cmu.edu - ,1,1,0,0,2019,2017,Avikalp Srivastava,"Machine Learning Grad,  Carnegie Mellon University None","Deep Learning,Information Retrieval,Optimizations",5
2,2,No verified email,1,1,0,0,2014,2011,Tarin Ziyaee,Deep Learning Research Deep Learning None,"Deep Learning,Machine Learning,Computer Vision,Robotics",2
2,2,Verified email at kth.se - ,1,1,0,0,2016,2016,Ahmed Kachkach,"Software Engineer at Google. MSc in Machine Learning,  KTH Royal Institute of Technology None","Machine learning,Artificial Intelligence,Data analysis",1
2,2,Verified email at memphis.edu - ,1,1,0,0,2017,2013,MAHBUBUL HASAN,"Marketing & Machine Learning. Ed. Psychology,  University of Memphis .","Cognitive Marketing,Quantitative Marketing",4
2,2,Verified email at bham.ac.uk,1,1,0,0,2018,2015,Adnane Ez-zizi,"Research associate in Machine Learning,  University of Birmingham None","Reinforcement learning,Classical conditioning,Working memory,Language learning and processing.",8
3,3,Verified email at ml.jku.at - ,1,1,0,0,2019,2015,Pieter-Jan Hoedt,"Institute for Machine Learning,  Johannes Kepler University Linz None","machine learning,deep learning,neural networks",4
3,3,Verified email at daimler.com - ,1,1,0,0,2020,2017,Megh Shukla,"Machine Learning Engineer, Mercedes-Benz Research and Development India Homepage None","Computer Vision,Image Processing,Manifold Learning",4
3,2,Verified email at amazon.com,1,1,0,0,2015,2008,Maryna Karpusha,"Machine Learning Scientist,  Amazon None",Computer Vision,17
3,3,Verified email at vvpedulink.ac.in - ,1,1,0,0,2019,2014,nivid limbasiya,Professor of Deep learning Homepage None,"Deep Learning,Machine Learning,Information Retrieval",3
3,3,Verified email at mobis.co.kr - ,1,1,0,0,2017,2014,Joo Young Jang,"Machine Learning Engineer, Hyundai Mobis Homepage None","Supervised Learning,Autonomous Vehicle,Object Detection,Object Tracking,Control Theory",4
3,3,No verified email,1,1,0,0,2019,2015,Federico Di Mattia,Machine Learning & Computer Vision Engineer Deep Learning None,"Deep Learning,Computer Vision",3
3,3,Verified email at ubik.tech - ,1,1,0,0,2019,2019,Michele De Simoni,Machine Learning Engineer/Researcher Homepage None,"Machine Learning,Deep Learning,AI,Generative Adversarial Networks,Anomalies Detection",2
3,3,Verified email at ailabs.tw - ,1,1,0,0,2019,2019,Kai-Chou Yang,Machine Learning Researcher at Taiwan AI Labs Homepage None,"Natural Language Processing,Deep Learning,Reinforcement Learning",2
3,3,Verified email at tjhsst.edu - ,1,1,0,0,2019,2019,Ankit Gupta,"Machine Learning Researcher, TJHSST Homepage None","AI,Machine Learning,Computer Vision,Natural Language Processing,Software Engineering",5
3,3,Verified email at ltu.se - ,1,1,0,0,2019,2016,Gustav Grund Pihlgren,"EISLAB Machine Learning,  Luleå University of Technology None","Machine Learning,Artificial Intelligence,Neural Networks",4
3,3,Verified email at sei.cmu.edu - ,1,1,0,0,2019,2014,Ritwik Gupta,"Machine Learning Research Scientist,  Carnegie Mellon University None","Human-Robot Interaction,Applied Machine Learning,Robotics,Humanitarian Assistance,Data Engineering",7
3,3,Verified email at ri.se - ,1,1,0,0,2019,2017,Edvin Listo Zec,Machine Learning Research Scientist at RISE AI Homepage None,"Deep Learning,Machine Learning,Generative models",3
3,3,Verified email at cmu.edu - ,1,1,0,0,2019,2015,Collin A. Politsch,"Ph.D. Candidate in Statistics and Machine Learning,  Carnegie Mellon University None","Spatio-temporal modeling,Data mining,Nonparametric statistics,Cosmology,Spectroscopy",6
3,3,Verified email at latentlogic.com,1,1,0,0,2019,2017,Ammar Abbas,"Machine Learning Engineer, Latent Logic, Oxford Computer Vision None","Computer Vision,Machine Learning,Deep Learning,Data Science",2
3,3,Verified email at kth.se,1,1,0,0,2017,2016,Mona Dadoun,Machine Learning and Software Engineer Machine Learning None,"Machine Learning,Software Engineering,Computer Vision",3
3,3,Verified email at nerdz.eu - ,1,1,0,0,2019,2016,Paolo Galeone,Machine Learning researcher for computer vision Homepage None,"machine learning,computer vision,deep learning,data mining,database",3
3,3,No verified email,1,1,0,0,2017,2017,Sarvaswa Tandon,Machine Learning Engineer Artificial Intelligence None,"Artificial Intelligence,Machine Learning,Computer Vision",1
3,3,No verified email,1,1,0,0,2016,2016,Salman K.H,"Research Scholar, Artificial Intelligence and Machine Learning, University of Hyderabad Artificial intelligence None","Artificial intelligence,Machine Learning,Computer Vision,Pattern Recognition,Recommender Systems",1
4,4,No verified email,1,1,0,0,2018,2018,andrei petreanu,machine learning machine learning None,machine learning,1
4,4,Verified email at ikara.ai,1,1,0,0,2018,2018,Praveen Kumar Badimala Giridhara,Computer Vision/Deep Learning Engineer Computer Vision None,"Computer Vision,Deep Learning and NLP",2
4,4,Verified email at fn.de,2,2,0,0,2019,2019,Michael Meyer,"Software Engineer Machine Learning, Astyx GmbH Computer Vision None","Computer Vision,Deep Learning,Sensor Fusion,Radar,Machine Learning",2
4,4,No verified email - ,1,1,0,0,2019,2018,Adrian Szymczak,"Machine Learning Engineer, Avaya Homepage None","Machine Learning,Data Science,Software Engineering",3
4,4,Verified email at daimler.com - ,2,2,0,0,2019,2016,Sai Kumar Dwivedi,"Machine Learning Researcher, Mercedes-Benz R&D India Homepage None","Computer Vision,Deep Learning,Machine Learning",4
4,4,Verified email at kth.se,1,1,0,0,2019,2018,Ulme Wennberg,"MS Machine Learning,  KTH Royal Institute of Technology None","Natural Language Processing,Machine Learning,Artificial Intelligence,Statistics,Physics",3
4,4,Verified email at cs.cmu.edu - ,1,1,0,0,2019,2018,Tianwei Ni,"Master student in Machine Learning,  Carnegie Mellon University None",,2
4,4,Verified email at eng.ox.ac.uk,1,1,0,0,2018,2017,Syed Ali Asad Rizvi,"Machine Learning Research Group,  University of Oxford None",,3
4,4,Verified email at mocs.utc.edu,1,1,0,0,2015,2015,Alnour Alharin,Machine Learning Research Assistant Machine Learning None,Machine Learning,1
4,4,Verified email at djsce.edu.in,1,1,0,0,2018,2018,Chirag Jain,Machine Learning Engineer at haptik.ai NLU None,"NLU,SLU",3
4,4,Verified email at getbring.com,1,1,0,0,2017,2012,Nicolas Spycher,Machine Learning at Bring! machine learning None,"machine learning,artificial intelligence,deep learning,neural networks",4
4,4,Verified email at kth.se - ,1,1,0,0,2019,2016,Ezeddin Al Hakim,AI Engineer | Autonomous Vehicles | Scania R&D | M.Sc. in Machine Learning Homepage None,"Machine Learning,Deep Learning,Autonomous Vehicles,Artificial Intelligence",3
4,4,Verified email at fit.cvut.cz,1,1,0,0,2019,2014,Tomáš Šabata,"PhD student of Machine learning,  Czech Technical University in Prague None","Artificial inteligence,Machine learning",6
5,5,Verified email at mail.aub.edu,1,1,0,0,2018,2018,Alaa Maarouf,"Machine Learning Researcher,  American University of Beirut None","Artificial Intelligence,Machine Learning,Natural Language Processing,Deep Learning,FPGAs",1
5,5,Verified email at argmax.ai - ,1,1,0,0,2019,2018,Adnan Akhundov,Volkswagen Machine Learning Research Lab Homepage None,"Machine Learning,Software Engineering,Distributed Systems",3
5,5,Verified email at in.ibm.com,1,1,0,0,2019,2019,Subhojeet Pramanik,Machine Learning Engineer at  IBM  Cloud,"artificial intelligence,neural networks",2
5,5,No verified email,1,1,0,0,2018,2018,Noman Dilawar,Machine learning and NLP engineer Natural Language Processing None,"Natural Language Processing,Computational Linguistics,Deep Learning,Sequence Models,Word Embeddings",1
5,5,Verified email at campus.tu-berlin.de,2,2,0,0,2019,2018,Niklas W. A. Gebauer,"Ph.D. student at Machine Learning Group,  TU Berlin None","Deep Learning,Generative Models,Reinforcement Learning",2
5,5,Verified email at stanford.edu - ,1,1,0,0,2019,2017,Rishab Mehra,"Researcher in Machine Learning,  Stanford University None","Computer Vision,Natural Language Processing",7
5,5,Verified email at paralleldots.com - ,1,1,0,0,2018,2017,Pratyush Kumar,"Data Scientist (Deep Learning), ParallelDots Homepage None","Statistical Learning,Bayesian Deep Learning",2
5,5,Verified email at purdue.edu - ,1,1,0,0,2016,2014,Pranjal Daga,"Data Scientist, Cisco Machine Learning R&D Homepage None","Deep Learning,Neural Networks,NLP,Machine Learning,AI",3
5,5,Verified email at utas.edu.au,2,2,0,0,2019,2017,Sabera Hoque,Ph.D. candidate in Computer Science and Engineering (Machine Learning)) Data minining None,"Data minining,Machine learning,Software Engineering",4
5,4,Verified email at marble.io,1,1,0,0,2015,2010,Abdelrahman Elogeel,Machine Learning Scientist at Marble Machine Learning None,"Machine Learning,Robotics,Autonomous Planning",2
5,5,Verified email at tcs.com,1,1,0,0,2016,2013,Kuleshwar Sahu,Researcher (Machine Learning) Machine Learning None,"Machine Learning,Data Mining",7
5,5,Verified email at socian.ai,1,1,0,0,2018,2017,Arefin Zaman,"Deep Learning Analyst at Socian Ltd, Dhaka, Bangladesh Artificial Intelligence None","Artificial Intelligence,Machine Learning",4
5,5,Verified email at lif.univ-mrs.fr,2,2,0,0,2016,2013,Louche,"PhD. Student in Machine Learning,  Aix-Marseille University None","Machine Learning,Computational Learning Theory",3
6,5,No verified email,1,1,0,0,2012,2010,Nazanin Moarefi,Data Scientist and Machine Learning Developer Machine Learning None,"Machine Learning,Deep Learning,Speech Processing",5
6,6,Verified email at pku.edu.cn,1,1,0,0,2018,2017,Yungeng Zhang,"Key Laboratory of Machine Perception (MOE), Department of Machine Intelligence,  Peking University None",Medical Image Analysis,3
6,6,Verified email at students.iiit.ac.in,1,1,0,0,2019,2018,Kulin Shah,"Undergraduate Researcher, Machine Learning Lab,  IIIT Hyderabad None",Machine Learning,6
6,6,Verified email at cse.mrt.ac.lk,1,1,0,0,2015,2015,Chathuranga Rajapaksha,AI & Machine Learning Researcher AI None,"AI,Machine Learning,Deep Learning,Chatbots,Natural Language Processing",1
6,6,Verified email at biu.ac.il,1,1,0,0,2018,2017,Ori Ernst,Ph.D candidate deep learning researcher  Bar Ilan University None,"deep learning,speech,signal processing,NLP",2
6,6,No verified email - ,1,1,0,0,2016,2016,E REDDYPRASAD,Sr.Machine Learning Engineer Homepage None,"Artificial intelligence,Machine learning with R/Python,Data science",1
6,3,Verified email at oath.com,1,1,0,0,2019,2003,Tularam Ban,Machine Learning Engineer at Oath/Yahoo Data Mining None,"Data Mining,Graph",2
6,6,Verified email at kth.se,1,1,0,0,2017,2017,Gianluigi Silvestri,"Machine Learning Student,  KTH Royal Institute of Technology None","Artificial Intelligence,Machine Learning",1
6,6,Verified email at cloudifier.net - ,2,2,0,0,2019,2013,Andrei Ionut DAMIAN,"PHD Candidate in Machine Learning and Parallel Computing, University Politehnica Bucharest Homepage None","Artificial Intelligence,Machine Learning,Deep Learning,High Performance Computing",7
6,6,Verified email at workday.com,1,1,0,0,2019,2016,Elinor Brondwine,Machine Learning @ Workday Information Retrieval None,"Information Retrieval,Data Science,Artificial Intelligence,Fairness in algorithms",3
6,6,No verified email,1,1,0,0,2019,2015,Mohammad Mamouei,Postdoctoral Research Associate in Machine Learning Machine Learning None,"Machine Learning,Biomedical Signal Processing,Photoplethysmography,Psychophysiology,Optical Spectroscopy",10
6,6,Verified email at noornet.net,1,1,0,0,2013,2012,Mohammad Hossein Elahimanesh,NLP and Machine Learning Expert at Sahab Pardaz Data Mining Data Mining None,"Data Mining,Natural Language Processing,Deep Learning",5
7,7,Verified email at wluper.com,1,1,0,0,2019,2017,Edward Collins,"Lead Machine Learning / NLP Engineer, Wluper machine learning None","machine learning,artificial intelligence,deep learning,computer vision,natural language processing",3
7,7,No verified email - ,1,1,0,0,2017,2017,Leo Woiceshyn,"Machine Learning Research Engineer, Motorola Mobility Homepage None","Deep Learning,Natural Language Processing,Computer Vision,Reinforcement Learning.",2
7,7,Verified email at colorado.edu,1,1,0,0,2019,2014,Denis Kazakov,"Amazon, Alexa Machine Learning machine learning None","machine learning,natural language",6
7,7,Verified email at nvidia.com,1,1,0,0,2018,2014,Mansi Rankawat,"Senior Deep Learning Software Engineer,  NVIDIA None","Deep Learning,Computer Vision",6
7,6,Verified email at tum.de - ,1,1,0,0,2017,2015,Anton Reindl,Munich School of Robotics and Machine Intelligence Homepage None,"Geriatronik,Machine Intelligence",10
7,7,Verified email at kth.se,1,1,0,0,2014,2014,Raghunath Vairamuthu,Machine Learning Engineer Machine Learning None,"Machine Learning,Computer vision,Artificial Intelligence,Robotics",1
7,7,Verified email at valiancesolutions.com - ,1,1,0,0,2018,2011,Shailendra Singh Kathait,Co-founder & Head of Artificial Intelligence & Machine Learning Lab Valiance Solutions Homepage None,"Machine Learning,Artificial Intelligence,NLP,Data Science,Image Processing",16
7,7,Verified email at aitoelabs.com,1,1,0,0,2019,2016,SURAJ KOTHAWADE,"Machine Learning Engineer, AitoeLabs Machine Learning None","Machine Learning,Deep Learning,NLP",8
8,8,Verified email at twitter.com - ,2,2,0,0,2019,2015,Rishabh Misra,"Machine Learning Engineer,  Twitter None","Applied Machine Learning,NLP,Recommender Systems",6
8,8,Verified email at ibm.com,2,2,0,0,2018,2018,Vincent Albouy,IBM  Research - Machine Learning Scientist - Engineer AI None,"AI,Machine Learning,Research",4
